champ1,champ2,winrate,n_games
Katarina,Nidalee,0.39175257700000005,97
Singed,Renekton,0.474226804,97
Renekton,Jinx,0.505154639,97
Xin Zhao,Nami,0.48453608200000003,97
Olaf,Urgot,0.443298969,97
Kayle,Renekton,0.546391753,97
Renekton,Talon,0.505154639,97
Karma,Shyvana,0.556701031,97
Lulu,Diana,0.505154639,97
Tryndamere,Kog'Maw,0.5773195879999999,97
Diana,Zyra,0.536082474,97
Lux,Ornn,0.618556701,97
Zilean,Kai'Sa,0.505154639,97
Galio,Quinn,0.556701031,97
Hecarim,Vel'Koz,0.505154639,97
Kassadin,Gragas,0.474226804,97
Udyr,Varus,0.49484536100000004,97
Zyra,Ekko,0.608247423,97
Tryndamere,Braum,0.453608247,97
Renekton,Thresh,0.525773196,97
Vayne,Ivern,0.412371134,97
Gnar,Ekko,0.556701031,97
Amumu,Xerath,0.597938144,97
Karthus,Leona,0.53125,96
Cassiopeia,Poppy,0.53125,96
Shaco,Draven,0.40625,96
Irelia,Illaoi,0.4375,96
Taliyah,Jinx,0.5625,96
Kayle,Zed,0.5625,96
Annie,Gragas,0.510416667,96
Vladimir,Kha'Zix,0.44791666700000005,96
Udyr,Jayce,0.36458333299999995,96
Vladimir,Pyke,0.541666667,96
Olaf,Jinx,0.45833333299999995,96
Urgot,Fizz,0.583333333,96
Leona,Nautilus,0.552083333,96
Urgot,Zed,0.42708333299999995,96
Rammus,Malzahar,0.46875,96
Heimerdinger,Zed,0.47916666700000005,96
Annie,Akali,0.36458333299999995,96
Cho'Gath,Jayce,0.45833333299999995,96
Udyr,Kalista,0.510416667,96
Morgana,Fizz,0.46875,96
Cassiopeia,Pyke,0.552083333,96
Swain,Nocturne,0.552083333,96
Swain,Zac,0.44791666700000005,96
Fiddlesticks,Ahri,0.59375,96
Kennen,Vi,0.410526316,95
Malphite,Vel'Koz,0.515789474,95
Miss Fortune,Lucian,0.526315789,95
Twitch,Cassiopeia,0.547368421,95
Rammus,Rek'Sai,0.473684211,95
Singed,Quinn,0.463157895,95
Shaco,Jayce,0.4,95
Kayle,Singed,0.536842105,95
LeBlanc,Aatrox,0.473684211,95
Evelynn,Ziggs,0.36842105299999994,95
Janna,Wukong,0.505263158,95
Ryze,Rammus,0.452631579,95
Kayle,Taliyah,0.536842105,95
Shaco,Lulu,0.452631579,95
Lulu,Lucian,0.505263158,95
Veigar,Talon,0.557894737,95
Draven,Kai'Sa,0.37894736799999995,95
Janna,Kha'Zix,0.463157895,95
Shaco,Caitlyn,0.43157894700000005,95
Kayle,Rumble,0.578947368,95
Sion,Katarina,0.463157895,95
Riven,Kog'Maw,0.589473684,95
Warwick,Cassiopeia,0.494736842,95
Cho'Gath,Anivia,0.557894737,95
Rammus,Xayah,0.505263158,95
Fizz,Ivern,0.473684211,95
Kayle,Taric,0.526315789,95
Gragas,Vel'Koz,0.547368421,95
Irelia,Leona,0.4,95
Swain,Brand,0.515789474,95
Ryze,Irelia,0.452631579,95
Garen,Nami,0.5638297870000001,94
Elise,Jhin,0.457446809,94
Pantheon,Zoe,0.41489361700000005,94
Alistar,Renekton,0.6063829789999999,94
Quinn,Illaoi,0.446808511,94
Jarvan IV,Braum,0.457446809,94
Trundle,Kog'Maw,0.595744681,94
Irelia,Katarina,0.436170213,94
Taric,Brand,0.670212766,94
Brand,Zoe,0.595744681,94
Trundle,Rek'Sai,0.446808511,94
Taric,Maokai,0.574468085,94
Twitch,Fiora,0.446808511,94
Sion,Kennen,0.531914894,94
Morgana,Ezreal,0.457446809,94
Twisted Fate,Zac,0.46808510600000003,94
Aatrox,Xayah,0.5106382979999999,94
Sion,Rakan,0.542553191,94
Shyvana,Kalista,0.47872340399999996,94
Skarner,Illaoi,0.542553191,94
Nasus,Illaoi,0.5,94
LeBlanc,Vi,0.47872340399999996,94
Rumble,Illaoi,0.531914894,94
LeBlanc,Riven,0.6063829789999999,94
Sona,Nidalee,0.489361702,94
Draven,Aatrox,0.457446809,94
Soraka,Kai'Sa,0.531914894,94
Teemo,Kennen,0.38297872299999997,94
Sion,Rek'Sai,0.712765957,94
Galio,Bard,0.516129032,93
Veigar,Renekton,0.440860215,93
Tryndamere,Caitlyn,0.462365591,93
Gangplank,Nautilus,0.419354839,93
Twitch,Kog'Maw,0.505376344,93
Vayne,Rakan,0.494623656,93
Hecarim,Nami,0.47311828,93
Zed,Ivern,0.408602151,93
Ashe,Trundle,0.39784946200000004,93
Teemo,Zilean,0.494623656,93
Ahri,Zed,0.462365591,93
Malzahar,Darius,0.591397849,93
Xin Zhao,Anivia,0.505376344,93
Alistar,Quinn,0.516129032,93
Braum,Pyke,0.48387096799999996,93
Irelia,Orianna,0.505376344,93
Poppy,Yorick,0.47311828,93
Karma,Volibear,0.462365591,93
Sivir,Poppy,0.516129032,93
Taric,Shyvana,0.548387097,93
Ryze,Darius,0.505376344,93
Poppy,Vel'Koz,0.602150538,93
Shyvana,Gnar,0.440860215,93
Shen,Lucian,0.494623656,93
Taliyah,Rek'Sai,0.602150538,93
Trundle,Kled,0.548387097,93
Cho'Gath,Aurelion Sol,0.43010752700000005,93
Zed,Ornn,0.52688172,93
Irelia,Zoe,0.440860215,93
Karma,Akali,0.301075269,93
Karma,Trundle,0.494623656,93
Kayle,Blitzcrank,0.48387096799999996,93
Urgot,Skarner,0.548387097,93
Camille,Rek'Sai,0.39784946200000004,93
Talon,Lucian,0.47311828,93
Vel'Koz,Aatrox,0.47311828,93
Malzahar,Zac,0.532608696,92
Jinx,Tahm Kench,0.47826087,92
Varus,Aatrox,0.347826087,92
Rammus,Karma,0.445652174,92
Akali,Kalista,0.434782609,92
Udyr,Vel'Koz,0.510869565,92
Taric,Darius,0.576086957,92
Gragas,Braum,0.445652174,92
Ryze,Trundle,0.434782609,92
Kassadin,Hecarim,0.510869565,92
Kassadin,Udyr,0.445652174,92
Veigar,Skarner,0.565217391,92
Warwick,Xerath,0.35869565200000003,92
Taric,Leona,0.47826087,92
Caitlyn,Shyvana,0.565217391,92
Rumble,Lux,0.630434783,92
Xin Zhao,Kalista,0.489130435,92
Maokai,Aurelion Sol,0.586956522,92
Miss Fortune,Shen,0.445652174,92
Kayle,Lux,0.565217391,92
Vayne,Tahm Kench,0.532608696,92
Sivir,Dr. Mundo,0.630434783,92
Evelynn,Yorick,0.467391304,92
Veigar,Illaoi,0.52173913,92
Jarvan IV,Jayce,0.586956522,92
Evelynn,Kassadin,0.395604396,91
Elise,Ornn,0.527472527,91
Teemo,Kassadin,0.48351648399999997,91
Trundle,Tahm Kench,0.516483516,91
Mordekaiser,Jinx,0.450549451,91
Akali,Kennen,0.395604396,91
Sion,Caitlyn,0.56043956,91
Ziggs,Ekko,0.505494505,91
Teemo,Azir,0.35164835200000005,91
Rammus,Varus,0.450549451,91
Olaf,Shen,0.428571429,91
Renekton,Lucian,0.516483516,91
Alistar,Bard,0.406593407,91
Alistar,Kalista,0.571428571,91
Zilean,Skarner,0.494505495,91
Morgana,Zyra,0.593406593,91
Rammus,Katarina,0.395604396,91
Shaco,Kassadin,0.571428571,91
Shaco,Azir,0.35164835200000005,91
Soraka,Jarvan IV,0.48351648399999997,91
Urgot,Talon,0.41758241799999996,91
Sivir,Garen,0.46153846200000004,91
Ivern,Bard,0.406593407,91
Vayne,Illaoi,0.582417582,91
Tristana,Pantheon,0.516483516,91
Syndra,Yasuo,0.450549451,91
Morgana,Rumble,0.494505495,91
Quinn,Ornn,0.450549451,91
Caitlyn,Darius,0.538461538,91
Irelia,Taric,0.5,90
Jayce,Kai'Sa,0.46666666700000003,90
Tryndamere,Gnar,0.36666666700000006,90
Swain,Shyvana,0.488888889,90
Taric,Jinx,0.588888889,90
Veigar,Jhin,0.46666666700000003,90
Tahm Kench,Thresh,0.444444444,90
Zilean,Pantheon,0.488888889,90
Sion,Taric,0.544444444,90
Olaf,Leona,0.5,90
Jinx,Zed,0.533333333,90
Udyr,Nami,0.5,90
Leona,Sejuani,0.45555555600000003,90
Zoe,Zac,0.5,90
Mordekaiser,Ornn,0.444444444,90
Ryze,Ekko,0.544444444,90
Katarina,Shyvana,0.4,90
Twitch,Swain,0.566666667,90
Elise,Ezreal,0.5111111110000001,90
Soraka,Akali,0.38888888899999996,90
Rammus,Kalista,0.5555555560000001,90
Jhin,Illaoi,0.5111111110000001,90
Rumble,Quinn,0.533333333,90
Mordekaiser,Illaoi,0.5111111110000001,90
Dr. Mundo,Yorick,0.6,90
Annie,Riven,0.5,90
Nocturne,Tahm Kench,0.488888889,90
Morgana,Illaoi,0.477777778,90
Zac,Azir,0.449438202,89
Camille,Tahm Kench,0.528089888,89
Kayle,Shen,0.528089888,89
Zac,Xayah,0.528089888,89
Blitzcrank,Bard,0.5168539329999999,89
Galio,Veigar,0.505617978,89
Poppy,Nami,0.5505617979999999,89
Ahri,Zac,0.415730337,89
Fiddlesticks,Sivir,0.483146067,89
Twisted Fate,Akali,0.426966292,89
Jhin,Jinx,0.49438202200000003,89
Cho'Gath,Vel'Koz,0.606741573,89
Evelynn,Braum,0.46067415700000003,89
Alistar,Zed,0.49438202200000003,89
Alistar,Lux,0.49438202200000003,89
Soraka,Cho'Gath,0.38202247200000006,89
Nasus,Ivern,0.393258427,89
Morgana,Mordekaiser,0.528089888,89
Riven,Azir,0.5168539329999999,89
Dr. Mundo,Kennen,0.5505617979999999,89
Teemo,Orianna,0.483146067,89
Jax,Viktor,0.595505618,89
Akali,Azir,0.314606742,89
Fiora,Hecarim,0.40449438200000004,89
Irelia,Kled,0.43820224700000004,89
Sion,Leona,0.528089888,89
Veigar,Fizz,0.528089888,89
Miss Fortune,Tahm Kench,0.528089888,89
Zilean,Ekko,0.49438202200000003,89
Nidalee,Ahri,0.44318181799999995,88
Kassadin,Riven,0.545454545,88
Kha'Zix,Syndra,0.579545455,88
Alistar,Singed,0.465909091,88
Zed,Illaoi,0.488636364,88
Singed,Shen,0.590909091,88
Twitch,Malzahar,0.579545455,88
Blitzcrank,Rumble,0.477272727,88
Karthus,Zyra,0.613636364,88
Braum,Jinx,0.568181818,88
Sivir,Yasuo,0.43181818200000005,88
Twisted Fate,Sion,0.590909091,88
Garen,Aurelion Sol,0.522727273,88
Rammus,Draven,0.454545455,88
Udyr,Azir,0.465909091,88
Olaf,Lulu,0.465909091,88
LeBlanc,Nocturne,0.454545455,88
Mordekaiser,Bard,0.568181818,88
Rammus,Ziggs,0.625,88
Braum,Vi,0.352272727,88
Shaco,Karma,0.44318181799999995,88
Tryndamere,Draven,0.625,88
Tristana,Thresh,0.511363636,88
Jayce,Vi,0.534090909,88
Evelynn,Malzahar,0.465909091,88
Ryze,Volibear,0.477272727,88
Annie,Fiddlesticks,0.43181818200000005,88
Fiddlesticks,Braum,0.43181818200000005,88
Kassadin,Aatrox,0.556818182,88
Renekton,Vayne,0.511363636,88
LeBlanc,Shaco,0.488636364,88
Nocturne,Fiora,0.534090909,88
Irelia,Kog'Maw,0.5,88
Karma,Darius,0.511363636,88
Draven,Ekko,0.471264368,87
Dr. Mundo,Xerath,0.540229885,87
Veigar,Diana,0.540229885,87
Nasus,Tahm Kench,0.356321839,87
Quinn,Zed,0.471264368,87
Trundle,Malzahar,0.540229885,87
Evelynn,Varus,0.36781609200000004,87
Miss Fortune,Heimerdinger,0.551724138,87
Ezreal,Lucian,0.471264368,87
Twitch,Xayah,0.540229885,87
Mordekaiser,Shen,0.39080459799999995,87
Yorick,Kai'Sa,0.5287356320000001,87
Ahri,Ekko,0.5287356320000001,87
Ziggs,Kai'Sa,0.505747126,87
Leona,Zac,0.471264368,87
Sion,Varus,0.551724138,87
Tristana,Morgana,0.505747126,87
Fiddlesticks,Kalista,0.505747126,87
Twisted Fate,Camille,0.448275862,87
Thresh,Ornn,0.425287356,87
Shyvana,Fiora,0.379310345,87
Blitzcrank,Talon,0.43678160899999996,87
Talon,Illaoi,0.517241379,87
Kayle,Illaoi,0.546511628,86
Kennen,Kai'Sa,0.511627907,86
Tristana,Camille,0.48837209299999995,86
Riven,Draven,0.5697674420000001,86
Shen,Fizz,0.406976744,86
Fizz,Kled,0.523255814,86
Swain,Volibear,0.441860465,86
Ezreal,Leona,0.593023256,86
Zyra,Jhin,0.581395349,86
Nautilus,Kled,0.546511628,86
Kayle,Ezreal,0.593023256,86
Xin Zhao,Yorick,0.406976744,86
Kassadin,Nocturne,0.430232558,86
Kassadin,Maokai,0.534883721,86
Alistar,Kog'Maw,0.639534884,86
Taric,Trundle,0.674418605,86
Taliyah,Bard,0.46511627899999997,86
Diana,Zoe,0.46511627899999997,86
Volibear,Ziggs,0.581395349,86
Shyvana,Azir,0.406976744,86
Alistar,Morgana,0.61627907,86
Twitch,Orianna,0.639534884,86
Shaco,Braum,0.46511627899999997,86
Hecarim,Aurelion Sol,0.534883721,86
Nocturne,Gnar,0.406976744,86
Nidalee,Kog'Maw,0.511627907,86
Maokai,Vel'Koz,0.674418605,86
Thresh,Illaoi,0.523255814,86
Singed,Veigar,0.558139535,86
Shaco,Varus,0.430232558,86
Fiddlesticks,Kassadin,0.441860465,86
Malphite,Yorick,0.639534884,86
Maokai,Lulu,0.476744186,86
Brand,Malzahar,0.48837209299999995,86
Trundle,Lulu,0.546511628,86
Urgot,Heimerdinger,0.476744186,86
Leona,Talon,0.564705882,85
Brand,Draven,0.564705882,85
Nocturne,Xayah,0.43529411799999995,85
Kayle,Jhin,0.505882353,85
Annie,Teemo,0.305882353,85
Yorick,Aatrox,0.505882353,85
Nocturne,Kalista,0.388235294,85
Rammus,Swain,0.564705882,85
Renekton,Illaoi,0.42352941200000005,85
Janna,Aatrox,0.588235294,85
Darius,Azir,0.49411764700000005,85
Irelia,Fiora,0.552941176,85
Zoe,Camille,0.42352941200000005,85
Viktor,Kayn,0.48235294100000004,85
Draven,Zac,0.470588235,85
Irelia,Swain,0.44705882399999997,85
Blitzcrank,Heimerdinger,0.505882353,85
Blitzcrank,Ivern,0.352941176,85
Shaco,Xayah,0.49411764700000005,85
Shen,Nautilus,0.505882353,85
Sivir,Malphite,0.552941176,85
Sona,Zac,0.44705882399999997,85
Karma,Brand,0.552941176,85
Alistar,Tristana,0.529411765,85
Olaf,Illaoi,0.44705882399999997,85
Sion,Xayah,0.541176471,85
Shen,Lux,0.505882353,85
Shyvana,Xayah,0.458823529,85
Rammus,Gnar,0.529411765,85
Urgot,Vayne,0.470588235,85
Sona,Diana,0.611764706,85
Taliyah,Tahm Kench,0.517647059,85
Urgot,Ornn,0.55952381,84
Darius,Vel'Koz,0.380952381,84
Ryze,Nidalee,0.488095238,84
Quinn,Tahm Kench,0.5476190479999999,84
Kayle,Jinx,0.47619047600000003,84
Tristana,Taliyah,0.5476190479999999,84
Rammus,Rakan,0.47619047600000003,84
Orianna,Brand,0.583333333,84
Galio,Tahm Kench,0.452380952,84
Pantheon,Fiora,0.47619047600000003,84
Talon,Jinx,0.488095238,84
Fiora,Darius,0.428571429,84
Nautilus,Zyra,0.523809524,84
Zilean,Twitch,0.571428571,84
Sona,Darius,0.511904762,84
Olaf,Zoe,0.428571429,84
Taric,Mordekaiser,0.55952381,84
Morgana,Singed,0.583333333,84
Singed,Illaoi,0.511904762,84
Alistar,Talon,0.452380952,84
Zilean,Maokai,0.571428571,84
Gnar,Zac,0.428571429,84
Yorick,Yasuo,0.523809524,84
Wukong,Lissandra,0.488095238,84
Gangplank,Taliyah,0.523809524,84
Sion,Karma,0.55952381,84
Twisted Fate,Ekko,0.535714286,84
Leona,Quinn,0.39285714299999996,84
Sona,Jinx,0.5476190479999999,84
Sejuani,Fiora,0.428571429,84
Taliyah,Kled,0.535714286,84
Pantheon,Kog'Maw,0.5,84
Jhin,Tahm Kench,0.44047619,84
Nocturne,Draven,0.5301204820000001,83
Karthus,Elise,0.49397590399999997,83
Alistar,Rumble,0.65060241,83
Tryndamere,Kassadin,0.56626506,83
Nidalee,Zyra,0.44578313299999994,83
Nidalee,Draven,0.49397590399999997,83
Aatrox,Azir,0.542168675,83
Nasus,Kled,0.5903614460000001,83
Orianna,Diana,0.5903614460000001,83
Skarner,Ornn,0.49397590399999997,83
Orianna,Nautilus,0.5903614460000001,83
Mordekaiser,Kled,0.469879518,83
Tryndamere,Azir,0.409638554,83
Talon,Zyra,0.469879518,83
Talon,Zoe,0.43373494,83
Yorick,Vi,0.457831325,83
Teemo,Vel'Koz,0.409638554,83
Volibear,Rakan,0.542168675,83
Janna,Riven,0.56626506,83
Lux,Kled,0.56626506,83
Udyr,Aurelion Sol,0.542168675,83
Ashe,Nasus,0.34939759,83
Sivir,Maokai,0.5301204820000001,83
Caitlyn,Ekko,0.43373494,83
Tahm Kench,Zed,0.48192771100000004,83
Heimerdinger,Fizz,0.42168674700000003,83
Kog'Maw,Ekko,0.65060241,83
Taric,Camille,0.56626506,83
Olaf,Tahm Kench,0.43373494,83
Ezreal,Braum,0.409638554,83
Twisted Fate,Trundle,0.5542168670000001,83
Sejuani,Rek'Sai,0.5301204820000001,83
Gnar,Aatrox,0.506024096,83
Galio,Kled,0.506024096,83
Sona,Brand,0.5301204820000001,83
Akali,Jayce,0.409638554,83
Sivir,Gragas,0.469879518,83
Jarvan IV,Aurelion Sol,0.44578313299999994,83
Zilean,Nasus,0.506024096,83
Quinn,Jhin,0.49397590399999997,83
Blitzcrank,Ezreal,0.49397590399999997,83
Sion,Azir,0.518072289,83
Caitlyn,Nocturne,0.43373494,83
Nidalee,Varus,0.409638554,83
Vladimir,Kindred,0.409638554,83
Urgot,Sejuani,0.56626506,83
Darius,Rek'Sai,0.487804878,82
Ahri,Volibear,0.487804878,82
Singed,Elise,0.585365854,82
Kayle,Quinn,0.573170732,82
Caitlyn,Zac,0.41463414600000004,82
Renekton,Quinn,0.475609756,82
Varus,Darius,0.5365853660000001,82
Sion,Sona,0.597560976,82
Taric,Nidalee,0.463414634,82
Cassiopeia,Garen,0.548780488,82
Kayle,Ornn,0.43902439,82
Soraka,Poppy,0.5121951220000001,82
Tryndamere,Varus,0.41463414600000004,82
Karma,Maokai,0.634146341,82
Quinn,Lucian,0.402439024,82
Anivia,Shaco,0.5121951220000001,82
Elise,Lucian,0.426829268,82
Janna,Garen,0.475609756,82
Caitlyn,Aatrox,0.41463414600000004,82
Lucian,Bard,0.5121951220000001,82
Orianna,Camille,0.426829268,82
Fiddlesticks,Azir,0.426829268,82
Annie,Darius,0.5,82
Katarina,Diana,0.463414634,82
Kennen,Aatrox,0.419753086,81
Katarina,Pantheon,0.49382716,81
Darius,Xayah,0.567901235,81
Soraka,Vi,0.456790123,81
Anivia,Gragas,0.518518519,81
Udyr,Yorick,0.382716049,81
Rammus,Leona,0.617283951,81
LeBlanc,Evelynn,0.382716049,81
Twisted Fate,Shyvana,0.444444444,81
Singed,Kled,0.543209877,81
Caitlyn,Brand,0.481481481,81
Kayle,Fizz,0.518518519,81
Heimerdinger,Nautilus,0.49382716,81
Riven,Gnar,0.481481481,81
Zoe,Zed,0.50617284,81
Karma,Nasus,0.481481481,81
Jhin,Ivern,0.481481481,81
Veigar,Vayne,0.5555555560000001,81
Ryze,Camille,0.345679012,81
Shyvana,Vel'Koz,0.46913580200000005,81
Cassiopeia,Vi,0.49382716,81
Malzahar,Diana,0.382716049,81
Kayle,Mordekaiser,0.567901235,81
Twitch,Kassadin,0.432098765,81
Brand,Rakan,0.481481481,81
Galio,Kennen,0.46913580200000005,81
Morgana,Elise,0.5,80
Vel'Koz,Vi,0.5625,80
Akali,Braum,0.4625,80
Ashe,Brand,0.6,80
Elise,Fizz,0.5625,80
Karthus,Taric,0.6125,80
Shyvana,Jayce,0.4375,80
Ashe,Nidalee,0.3625,80
Xin Zhao,Kennen,0.425,80
Miss Fortune,Gangplank,0.5625,80
Ekko,Xayah,0.5375,80
Soraka,Aatrox,0.475,80
Jayce,Ekko,0.5625,80
Illaoi,Ornn,0.4875,80
Gangplank,Camille,0.4625,80
Twitch,Janna,0.4125,80
Zilean,Singed,0.4,80
Nocturne,Vel'Koz,0.475,80
Nidalee,Ziggs,0.45,80
Maokai,Kennen,0.5125,80
Vladimir,Yasuo,0.425,80
Rumble,Kled,0.4625,80
Zyra,Zed,0.5,80
Warwick,Janna,0.3875,80
Riven,Kalista,0.5375,80
Brand,Varus,0.6,80
LeBlanc,Akali,0.3,80
Karthus,Ivern,0.5125,80
Miss Fortune,Ashe,0.4125,80
Twitch,Gnar,0.4375,80
Nautilus,Tahm Kench,0.5625,80
Pantheon,Azir,0.4875,80
Annie,Evelynn,0.475,80
Cho'Gath,Braum,0.5,80
Karma,Pantheon,0.5,80
Caitlyn,Diana,0.4375,80
Olaf,Rakan,0.5875,80
Karma,Ekko,0.5375,80
Trundle,Orianna,0.55,80
Heimerdinger,Taliyah,0.475,80
Soraka,Sona,0.4125,80
Volibear,Gnar,0.556962025,79
Tryndamere,Fiora,0.569620253,79
Lissandra,Pyke,0.5189873420000001,79
Taric,Volibear,0.506329114,79
Soraka,Tryndamere,0.481012658,79
Twitch,Kennen,0.481012658,79
Kennen,Volibear,0.481012658,79
Rammus,Azir,0.417721519,79
Alistar,Leona,0.417721519,79
Anivia,Malphite,0.506329114,79
Zilean,Evelynn,0.45569620299999997,79
Garen,Jayce,0.443037975,79
Nasus,Shen,0.556962025,79
Kayle,Lucian,0.569620253,79
Skarner,Bard,0.45569620299999997,79
Nidalee,Malzahar,0.53164557,79
Tryndamere,Janna,0.49367088600000003,79
Twitch,Draven,0.417721519,79
Sion,Ziggs,0.481012658,79
Riven,Vel'Koz,0.481012658,79
Braum,Aatrox,0.53164557,79
Teemo,Anivia,0.49367088600000003,79
Irelia,Malzahar,0.46835443,79
Diana,Xayah,0.46835443,79
Warwick,Syndra,0.34177215200000005,79
Olaf,Ornn,0.45569620299999997,79
Talon,Shen,0.43037974700000003,79
Nidalee,Yorick,0.367088608,79
Kassadin,Shyvana,0.39240506299999994,79
Jax,Corki,0.49367088600000003,79
Fiora,Camille,0.45569620299999997,79
Vayne,Quinn,0.405063291,79
Pantheon,Lulu,0.46835443,79
Xin Zhao,Janna,0.556962025,79
Katarina,Zed,0.46835443,79
Vi,Kalista,0.569620253,79
Ziggs,Diana,0.544303797,79
Malzahar,Nautilus,0.582278481,79
Kog'Maw,Kai'Sa,0.569620253,79
Sivir,Evelynn,0.35443038,79
Zyra,Taliyah,0.564102564,78
Riven,Jayce,0.564102564,78
Shyvana,Braum,0.435897436,78
Twisted Fate,Nidalee,0.435897436,78
Brand,Kog'Maw,0.641025641,78
Annie,Shaco,0.512820513,78
Sejuani,Draven,0.487179487,78
Urgot,Veigar,0.538461538,78
Caitlyn,Riven,0.37179487200000005,78
Draven,Diana,0.5256410260000001,78
Vayne,Kled,0.448717949,78
Diana,Gnar,0.423076923,78
Jarvan IV,Nami,0.58974359,78
Zed,Rakan,0.46153846200000004,78
Sion,Fiora,0.576923077,78
Leona,Fizz,0.384615385,78
Fiora,Diana,0.576923077,78
Vi,Nami,0.538461538,78
LeBlanc,Sion,0.5,78
Caitlyn,Nautilus,0.58974359,78
Vayne,Heimerdinger,0.538461538,78
Fizz,Tahm Kench,0.512820513,78
Zac,Kalista,0.474358974,78
Ryze,Zed,0.551282051,78
Evelynn,Karma,0.46153846200000004,78
Elise,Nasus,0.538461538,78
Shen,Quinn,0.41025641,78
Sion,Anivia,0.628205128,78
Annie,Pantheon,0.5,78
Zoe,Ekko,0.474358974,78
Rammus,Vel'Koz,0.5324675320000001,77
Soraka,Pyke,0.480519481,77
Katarina,Ekko,0.49350649399999996,77
Vayne,Zyra,0.545454545,77
Malzahar,Ekko,0.480519481,77
Elise,Mordekaiser,0.5324675320000001,77
Morgana,Leona,0.545454545,77
Teemo,Aurelion Sol,0.33766233799999995,77
Gangplank,Zed,0.5324675320000001,77
Ashe,Karthus,0.454545455,77
Singed,Heimerdinger,0.44155844200000005,77
Karthus,Rek'Sai,0.5324675320000001,77
Mordekaiser,Ivern,0.5324675320000001,77
Ahri,Camille,0.454545455,77
Quinn,Ivern,0.415584416,77
Rammus,Jayce,0.636363636,77
Gangplank,Fizz,0.44155844200000005,77
Twitch,Yorick,0.44155844200000005,77
Olaf,Tristana,0.454545455,77
Leona,Thresh,0.37662337700000004,77
Syndra,Kindred,0.415584416,77
Shaco,Vel'Koz,0.350649351,77
Trundle,Draven,0.467532468,77
Sona,Ekko,0.480519481,77
Morgana,Veigar,0.49350649399999996,77
Sejuani,Ivern,0.415584416,77
Kled,Thresh,0.480519481,77
Janna,Udyr,0.5324675320000001,77
Darius,Aurelion Sol,0.49350649399999996,77
Karthus,Heimerdinger,0.545454545,77
Vladimir,Aatrox,0.558441558,77
Jayce,Diana,0.480519481,77
Singed,Bard,0.571428571,77
Aatrox,Kalista,0.5324675320000001,77
Tristana,Leona,0.454545455,77
Rammus,Aurelion Sol,0.454545455,77
Morgana,Quinn,0.44155844200000005,77
Ezreal,Illaoi,0.428571429,77
Kennen,Riven,0.44155844200000005,77
Sejuani,Zyra,0.519480519,77
Alistar,Veigar,0.49350649399999996,77
Varus,Kai'Sa,0.36842105299999994,76
Lux,Quinn,0.328947368,76
Kassadin,Pantheon,0.39473684200000003,76
Ezreal,Zoe,0.407894737,76
Aatrox,Nami,0.5,76
Soraka,Nasus,0.486842105,76
Blitzcrank,Tahm Kench,0.36842105299999994,76
Skarner,Heimerdinger,0.526315789,76
Kog'Maw,Taliyah,0.5,76
Heimerdinger,Talon,0.328947368,76
Brand,Xayah,0.592105263,76
Cassiopeia,Kindred,0.513157895,76
Volibear,Fiora,0.605263158,76
Nocturne,Kennen,0.486842105,76
Twisted Fate,Volibear,0.539473684,76
Kennen,Shyvana,0.513157895,76
Talon,Bard,0.460526316,76
Aurelion Sol,Vi,0.5,76
Nautilus,Kalista,0.407894737,76
Volibear,Kalista,0.5,76
Aurelion Sol,Kai'Sa,0.552631579,76
Jinx,Rakan,0.592105263,76
Elise,Illaoi,0.447368421,76
Sivir,Vi,0.486842105,76
Dr. Mundo,Braum,0.578947368,76
Tristana,Zed,0.526315789,76
Gangplank,Jhin,0.460526316,76
Heimerdinger,Sejuani,0.328947368,76
Yorick,Hecarim,0.447368421,76
LeBlanc,Teemo,0.342105263,76
Irelia,Xayah,0.473684211,76
Rammus,Taric,0.513157895,76
Corki,Kayn,0.342105263,76
Vladimir,Vi,0.42105263200000004,76
Jhin,Rakan,0.526315789,76
Trundle,Xayah,0.578947368,76
Lucian,Ivern,0.36842105299999994,76
Mordekaiser,Rakan,0.52,75
Amumu,Janna,0.64,75
Veigar,Thresh,0.48,75
Fiddlesticks,Karma,0.44,75
Maokai,Yorick,0.52,75
Mordekaiser,Lucian,0.44,75
Tristana,Singed,0.45333333299999995,75
Fizz,Rek'Sai,0.546666667,75
Heimerdinger,Illaoi,0.41333333299999997,75
Sivir,Udyr,0.48,75
Fizz,Bard,0.46666666700000003,75
Rammus,Fiora,0.5066666670000001,75
Garen,Syndra,0.48,75
Alistar,Skarner,0.333333333,75
Tahm Kench,Bard,0.41333333299999997,75
Galio,Rakan,0.56,75
Renekton,Heimerdinger,0.48,75
Ashe,Pantheon,0.493333333,75
Annie,Kai'Sa,0.46666666700000003,75
Kassadin,Darius,0.5066666670000001,75
Trundle,Katarina,0.32,75
Vladimir,Dr. Mundo,0.5066666670000001,75
Kha'Zix,Lissandra,0.56,75
Bard,Ornn,0.373333333,75
Shyvana,Draven,0.42666666700000005,75
Brand,Jayce,0.586666667,75
Olaf,Zyra,0.56,75
Rammus,Sona,0.52,75
Nasus,Rakan,0.386666667,75
Dr. Mundo,Nami,0.533333333,75
Tristana,Lulu,0.5066666670000001,75
Soraka,Gragas,0.48,75
Caitlyn,Kai'Sa,0.52,75
Ezreal,Bard,0.44,75
Anivia,Riven,0.45333333299999995,75
Annie,Tryndamere,0.5066666670000001,75
