champ1,champ2,winrate,n_games
Taric,Nasus,0.41333333299999997,75
Singed,Tahm Kench,0.493333333,75
Rammus,Lulu,0.5066666670000001,75
Evelynn,Kennen,0.45333333299999995,75
Sion,Kassadin,0.45945945899999996,74
Tristana,Jinx,0.567567568,74
Anivia,Aatrox,0.540540541,74
Zed,Kled,0.418918919,74
Malphite,Braum,0.527027027,74
Lulu,Zac,0.37837837799999996,74
Ryze,Diana,0.554054054,74
Gnar,Camille,0.43243243200000003,74
Rumble,Leona,0.621621622,74
Xin Zhao,Sivir,0.45945945899999996,74
Lux,Bard,0.540540541,74
Anivia,Udyr,0.5,74
Xerath,Yasuo,0.567567568,74
Kai'Sa,Azir,0.324324324,74
Irelia,Ahri,0.486486486,74
Kayle,Kog'Maw,0.527027027,74
Jayce,Aatrox,0.5,74
Zilean,Zac,0.527027027,74
LeBlanc,Tryndamere,0.554054054,74
Volibear,Varus,0.513513514,74
Sivir,Rammus,0.540540541,74
Caitlyn,Nidalee,0.47297297299999996,74
Rammus,Caitlyn,0.513513514,74
Amumu,Corki,0.594594595,74
Nasus,Zyra,0.47297297299999996,74
Zyra,Thresh,0.527027027,74
Twisted Fate,Diana,0.513513514,74
Karthus,Rakan,0.581081081,74
Morgana,Ornn,0.554054054,74
Lissandra,Kindred,0.44594594600000004,74
Sion,Gnar,0.581081081,74
Veigar,Lux,0.43243243200000003,74
Zilean,Trundle,0.648648649,74
Corki,Rengar,0.513513514,74
Volibear,Draven,0.5,74
Taric,Lucian,0.383561644,73
Irelia,Gangplank,0.506849315,73
Ryze,Talon,0.39726027399999997,73
LeBlanc,Kai'Sa,0.520547945,73
Zoe,Taliyah,0.424657534,73
Mordekaiser,Quinn,0.547945205,73
Irelia,Ziggs,0.424657534,73
Karma,Skarner,0.465753425,73
Riven,Xayah,0.520547945,73
Olaf,Malzahar,0.534246575,73
Twisted Fate,Irelia,0.424657534,73
Leona,Taliyah,0.479452055,73
Sona,Trundle,0.575342466,73
Miss Fortune,Elise,0.41095890399999996,73
Diana,Braum,0.534246575,73
Tryndamere,Kennen,0.547945205,73
Evelynn,Nami,0.452054795,73
Darius,Braum,0.520547945,73
Miss Fortune,Ivern,0.452054795,73
Anivia,Dr. Mundo,0.630136986,73
Volibear,Braum,0.479452055,73
Ashe,Camille,0.424657534,73
Pantheon,Xayah,0.575342466,73
Ashe,Lux,0.452054795,73
Malzahar,Sejuani,0.493150685,73
Urgot,Bard,0.424657534,73
Swain,Camille,0.493150685,73
Volibear,Jayce,0.452054795,73
Alistar,Ornn,0.506849315,73
Brand,Ahri,0.602739726,73
Jinx,Bard,0.452054795,73
Twitch,Caitlyn,0.342465753,73
Talon,Quinn,0.493150685,73
Fiddlesticks,Aurelion Sol,0.506849315,73
LeBlanc,Nidalee,0.479452055,73
Karma,Nautilus,0.561643836,73
Orianna,Ekko,0.48611111100000004,72
Twitch,Jayce,0.402777778,72
Kayle,Tahm Kench,0.444444444,72
Lucian,Illaoi,0.5,72
Varus,Diana,0.513888889,72
Garen,Lissandra,0.41666666700000005,72
Pantheon,Yorick,0.472222222,72
Soraka,Malphite,0.48611111100000004,72
Zoe,Jhin,0.375,72
Nasus,Varus,0.5555555560000001,72
Soraka,Shaco,0.319444444,72
Tryndamere,Yorick,0.5694444439999999,72
Singed,Ivern,0.36111111100000004,72
Jhin,Kled,0.583333333,72
Tristana,Lux,0.583333333,72
Kennen,Darius,0.48611111100000004,72
Karthus,Zoe,0.541666667,72
Anivia,Maokai,0.5694444439999999,72
Katarina,Brand,0.5277777779999999,72
Varus,Ekko,0.48611111100000004,72
Elise,Quinn,0.45833333299999995,72
LeBlanc,Udyr,0.45833333299999995,72
Skarner,Malzahar,0.45833333299999995,72
Syndra,Vi,0.472222222,72
Yorick,Riven,0.5555555560000001,72
Kog'Maw,Sejuani,0.513888889,72
Talon,Kled,0.375,72
Kog'Maw,Camille,0.5277777779999999,72
Renekton,Bard,0.48611111100000004,72
Dr. Mundo,Syndra,0.625,72
Tryndamere,Nami,0.549295775,71
Kog'Maw,Braum,0.6338028170000001,71
Riven,Nami,0.563380282,71
Veigar,Ornn,0.535211268,71
Veigar,Ezreal,0.39436619700000003,71
Skarner,Shen,0.49295774600000003,71
Skarner,Kog'Maw,0.521126761,71
Tristana,Braum,0.49295774600000003,71
Ashe,Ezreal,0.408450704,71
Xin Zhao,Syndra,0.450704225,71
Ekko,Kalista,0.5915492960000001,71
Miss Fortune,Zyra,0.450704225,71
Lux,Ahri,0.422535211,71
Tristana,Ornn,0.436619718,71
Ashe,Irelia,0.535211268,71
Ashe,Blitzcrank,0.507042254,71
Tryndamere,Anivia,0.535211268,71
Galio,Elise,0.6478873239999999,71
Pantheon,Ahri,0.422535211,71
Orianna,Pantheon,0.478873239,71
Singed,Zyra,0.5915492960000001,71
Swain,Zed,0.563380282,71
Swain,Ezreal,0.436619718,71
Nocturne,Varus,0.450704225,71
Nocturne,Jayce,0.38028169,71
Ahri,Diana,0.549295775,71
Olaf,Zilean,0.61971831,71
Ryze,Vayne,0.352112676,71
Olaf,Karma,0.408450704,71
Nocturne,Aurelion Sol,0.39436619700000003,71
Evelynn,Kalista,0.507042254,71
Soraka,Teemo,0.450704225,71
Yorick,Diana,0.521126761,71
Malphite,Nami,0.535211268,71
Tristana,Talon,0.563380282,71
Malphite,Cassiopeia,0.38028169,71
Thresh,Rakan,0.478873239,71
Pantheon,Gnar,0.32857142899999997,70
Lux,Zyra,0.514285714,70
Trundle,Vel'Koz,0.585714286,70
Soraka,Darius,0.542857143,70
Veigar,Jinx,0.528571429,70
Sejuani,Tahm Kench,0.542857143,70
Caitlyn,Camille,0.428571429,70
Karthus,Swain,0.685714286,70
Renekton,Tahm Kench,0.528571429,70
Poppy,Braum,0.528571429,70
Twitch,Nami,0.628571429,70
Hecarim,Kalista,0.428571429,70
Trundle,Braum,0.528571429,70
Ashe,Thresh,0.457142857,70
Galio,Gangplank,0.4,70
Xin Zhao,Xerath,0.514285714,70
Soraka,Riven,0.614285714,70
Renekton,Ivern,0.514285714,70
Garen,Xerath,0.471428571,70
Tryndamere,Vel'Koz,0.528571429,70
LeBlanc,Pantheon,0.44285714299999995,70
Zyra,Ornn,0.528571429,70
Darius,Kalista,0.542857143,70
Maokai,Cassiopeia,0.485714286,70
Teemo,Kalista,0.37142857100000004,70
Udyr,Kennen,0.5,70
Veigar,Shen,0.44285714299999995,70
Skarner,Ziggs,0.6,70
Xerath,Pyke,0.44285714299999995,70
Evelynn,Azir,0.485714286,70
Morgana,Tahm Kench,0.642857143,70
Elise,Lux,0.528571429,70
Annie,Shyvana,0.342857143,70
Pantheon,Braum,0.457142857,70
Xin Zhao,Vladimir,0.514285714,70
Twisted Fate,Twitch,0.41428571399999997,70
Garen,Braum,0.528571429,70
Ashe,Mordekaiser,0.514285714,70
Annie,Nidalee,0.41428571399999997,70
Miss Fortune,Lulu,0.528571429,70
Zilean,Karthus,0.528571429,70
Urgot,Quinn,0.514285714,70
Urgot,Jinx,0.557142857,70
Cassiopeia,Udyr,0.594202899,69
Olaf,Taric,0.492753623,69
Karthus,Kassadin,0.710144928,69
Janna,Poppy,0.52173913,69
Ashe,Illaoi,0.536231884,69
Leona,Lux,0.463768116,69
Shaco,Kennen,0.52173913,69
Ryze,Karthus,0.463768116,69
Annie,Rammus,0.47826087,69
Jarvan IV,Syndra,0.5072463770000001,69
Rumble,Jinx,0.47826087,69
Nocturne,Nami,0.5072463770000001,69
Gangplank,Lux,0.492753623,69
Olaf,Sona,0.5072463770000001,69
Swain,Thresh,0.405797101,69
Ezreal,Tahm Kench,0.434782609,69
Fiddlesticks,Vel'Koz,0.37681159399999997,69
Morgana,Shen,0.608695652,69
LeBlanc,Darius,0.449275362,69
LeBlanc,Twitch,0.420289855,69
Ryze,Jhin,0.536231884,69
Rumble,Shen,0.594202899,69
Nidalee,Xayah,0.434782609,69
Olaf,Ryze,0.39130434799999997,69
Morgana,Heimerdinger,0.463768116,69
LeBlanc,Fiddlesticks,0.449275362,69
Soraka,Ekko,0.5507246379999999,69
Orianna,Nidalee,0.52173913,69
Ahri,Jhin,0.565217391,69
Olaf,Kog'Maw,0.536231884,69
Olaf,Gangplank,0.5507246379999999,69
Trundle,Ahri,0.52173913,69
Vladimir,Poppy,0.6521739129999999,69
Mordekaiser,Tahm Kench,0.5072463770000001,69
Trundle,Kennen,0.52173913,69
Zed,Xayah,0.362318841,69
Nautilus,Ziggs,0.565217391,69
Tristana,Shen,0.420289855,69
Maokai,Nami,0.608695652,69
Anivia,Kai'Sa,0.5072463770000001,69
Anivia,Brand,0.579710145,69
Vladimir,Akali,0.39130434799999997,69
Tristana,Jhin,0.405797101,69
Maokai,Syndra,0.449275362,69
Tristana,Rumble,0.5072463770000001,69
Quinn,Bard,0.449275362,69
Pantheon,Kennen,0.492753623,69
Heimerdinger,Ezreal,0.37681159399999997,69
Soraka,Udyr,0.52173913,69
Vladimir,Jarvan IV,0.52173913,69
Swain,Nidalee,0.434782609,69
Fiddlesticks,Anivia,0.470588235,68
Varus,Nautilus,0.558823529,68
Nocturne,Braum,0.514705882,68
Olaf,Rek'Sai,0.45588235299999996,68
Heimerdinger,Thresh,0.485294118,68
Galio,Ashe,0.382352941,68
LeBlanc,Maokai,0.544117647,68
Veigar,Rumble,0.544117647,68
Urgot,Elise,0.558823529,68
Karma,Diana,0.558823529,68
Anivia,Akali,0.367647059,68
Urgot,Renekton,0.544117647,68
Fiora,Zac,0.529411765,68
Alistar,Illaoi,0.544117647,68
Blitzcrank,Elise,0.441176471,68
Blitzcrank,Zyra,0.41176470600000004,68
Jayce,Zac,0.45588235299999996,68
Sion,Yorick,0.558823529,68
Nidalee,Kennen,0.397058824,68
Caitlyn,Pantheon,0.426470588,68
Blitzcrank,Quinn,0.397058824,68
Volibear,Xayah,0.45588235299999996,68
Nasus,Azir,0.45588235299999996,68
Irelia,Draven,0.5,68
Soraka,Evelynn,0.352941176,68
Heimerdinger,Lucian,0.441176471,68
Mordekaiser,Kog'Maw,0.647058824,68
Swain,Nautilus,0.5,68
Malphite,Syndra,0.558823529,68
Annie,Zac,0.45588235299999996,68
Renekton,Shen,0.45588235299999996,68
Jarvan IV,Xerath,0.5,68
Annie,Diana,0.485294118,68
Ezreal,Ivern,0.397058824,68
Taric,Ezreal,0.5735294120000001,68
Gangplank,Skarner,0.382352941,68
Warwick,Lissandra,0.529411765,68
Ashe,Ornn,0.397058824,68
Karthus,Katarina,0.5,68
Soraka,Twitch,0.529411765,68
Ziggs,Camille,0.397058824,68
Trundle,Fiora,0.5,68
Elise,Shen,0.397058824,68
Heimerdinger,Jinx,0.485294118,68
Galio,Kog'Maw,0.5,68
Tryndamere,Jayce,0.558823529,68
Sona,Nasus,0.45588235299999996,68
Annie,Ivern,0.41176470600000004,68
Katarina,Volibear,0.485294118,68
Blitzcrank,Zoe,0.34328358200000003,67
Talon,Ivern,0.38805970100000003,67
Sion,Braum,0.417910448,67
Heimerdinger,Ornn,0.582089552,67
Vladimir,Hecarim,0.38805970100000003,67
Twisted Fate,Renekton,0.582089552,67
Nautilus,Draven,0.432835821,67
Janna,Pyke,0.5074626870000001,67
Zilean,Irelia,0.46268656700000005,67
Ryze,Skarner,0.47761194,67
Gangplank,Ezreal,0.52238806,67
Trundle,Caitlyn,0.402985075,67
Vladimir,Kai'Sa,0.5074626870000001,67
Nautilus,Ivern,0.46268656700000005,67
LeBlanc,Zed,0.432835821,67
Annie,Sion,0.5074626870000001,67
Gangplank,Lucian,0.537313433,67
Kassadin,Volibear,0.552238806,67
Janna,Gragas,0.552238806,67
Elise,Tahm Kench,0.47761194,67
Singed,Gangplank,0.432835821,67
Tryndamere,Aurelion Sol,0.47761194,67
Riven,Aurelion Sol,0.5074626870000001,67
Skarner,Leona,0.5671641789999999,67
Taric,Zac,0.432835821,67
Nautilus,Rek'Sai,0.537313433,67
Sona,Lucian,0.432835821,67
Tryndamere,Cassiopeia,0.611940299,67
Soraka,Karthus,0.537313433,67
Urgot,Alistar,0.46268656700000005,67
Shaco,Syndra,0.447761194,67
Mordekaiser,Yorick,0.313432836,67
Katarina,Camille,0.46268656700000005,67
Draven,Zed,0.492537313,67
Karma,Camille,0.52238806,67
Renekton,Leona,0.545454545,66
Nasus,Kog'Maw,0.53030303,66
Trundle,Varus,0.424242424,66
Katarina,Zac,0.363636364,66
Blitzcrank,Kled,0.409090909,66
Vladimir,Maokai,0.515151515,66
Ryze,Ezreal,0.515151515,66
Gangplank,Thresh,0.34848484799999996,66
Hecarim,Braum,0.424242424,66
Kayle,Leona,0.636363636,66
Cho'Gath,Cassiopeia,0.53030303,66
Renekton,Zoe,0.53030303,66
Kassadin,Zed,0.439393939,66
Annie,Irelia,0.409090909,66
Malzahar,Jhin,0.545454545,66
Rumble,Heimerdinger,0.424242424,66
Lucian,Nami,0.575757576,66
Irelia,Rek'Sai,0.5,66
Galio,Kalista,0.515151515,66
Tahm Kench,Ornn,0.53030303,66
Annie,Trundle,0.515151515,66
Riven,Varus,0.424242424,66
Nautilus,Zoe,0.454545455,66
Blitzcrank,Ornn,0.484848485,66
Swain,Lux,0.538461538,65
Galio,Rek'Sai,0.47692307700000003,65
Volibear,Vel'Koz,0.492307692,65
Morgana,Caitlyn,0.46153846200000004,65
Heimerdinger,Mordekaiser,0.415384615,65
Galio,Ziggs,0.415384615,65
Ezreal,Quinn,0.47692307700000003,65
Nasus,Gnar,0.492307692,65
Sejuani,Kalista,0.4,65
Jinx,Lucian,0.415384615,65
Rumble,Zyra,0.538461538,65
Illaoi,Bard,0.4,65
Xerath,Vi,0.553846154,65
Akali,Vel'Koz,0.323076923,65
Lux,Ivern,0.415384615,65
Xerath,Kindred,0.523076923,65
Singed,Lulu,0.46153846200000004,65
Alistar,Elise,0.630769231,65
Xin Zhao,Cassiopeia,0.538461538,65
Sona,Vayne,0.523076923,65
Renekton,Ziggs,0.553846154,65
Irelia,Braum,0.492307692,65
Miss Fortune,Swain,0.553846154,65
Urgot,Illaoi,0.507692308,65
Sona,Sejuani,0.384615385,65
Twisted Fate,Nasus,0.492307692,65
Nocturne,Yorick,0.538461538,65
Riven,Braum,0.47692307700000003,65
Nidalee,Lulu,0.492307692,65
Ryze,Renekton,0.4,65
Kassadin,Irelia,0.46153846200000004,65
Zac,Vel'Koz,0.630769231,65
Annie,Volibear,0.538461538,65
Talon,Ahri,0.43076923100000003,65
Janna,Vi,0.492307692,65
Veigar,Taliyah,0.35384615399999997,65
Syndra,Aatrox,0.492307692,65
Varus,Sejuani,0.47692307700000003,65
Tristana,Fizz,0.507692308,65
Nasus,Malzahar,0.676923077,65
Shen,Thresh,0.46153846200000004,65
Zoe,Jinx,0.46153846200000004,65
Nautilus,Fiora,0.553846154,65
Draven,Jhin,0.47692307700000003,65
Karma,Vayne,0.446153846,65
Draven,Camille,0.359375,64
Varus,Thresh,0.46875,64
Sona,Camille,0.5,64
Vladimir,Malphite,0.484375,64
Darius,Gnar,0.40625,64
Blitzcrank,Draven,0.453125,64
Shaco,Aurelion Sol,0.5,64
Gragas,Nami,0.375,64
Karma,Jhin,0.53125,64
Tristana,Miss Fortune,0.515625,64
Renekton,Zyra,0.40625,64
Nocturne,Azir,0.421875,64
Fiddlesticks,Soraka,0.546875,64
Pantheon,Draven,0.4375,64
Taric,Jhin,0.578125,64
Volibear,Aurelion Sol,0.546875,64
Swain,Skarner,0.46875,64
Zilean,Brand,0.5625,64
Brand,Vel'Koz,0.5625,64
Kassadin,Zac,0.421875,64
Irelia,Jayce,0.578125,64
Vladimir,Fiddlesticks,0.375,64
Shaco,Kalista,0.484375,64
Annie,Karthus,0.515625,64
Ashe,Singed,0.53125,64
Yorick,Shyvana,0.46875,64
Twisted Fate,Nautilus,0.515625,64
Miss Fortune,Rek'Sai,0.4375,64
Diana,Azir,0.578125,64
Orianna,Skarner,0.53125,64
Elise,Jinx,0.5625,64
Miss Fortune,Quinn,0.453125,64
Shyvana,Nami,0.578125,64
Urgot,Swain,0.515625,64
Urgot,Zyra,0.671875,64
Ashe,Skarner,0.453125,64
Nautilus,Xayah,0.515625,64
Gragas,Xerath,0.5555555560000001,63
Brand,Braum,0.5555555560000001,63
Trundle,Rakan,0.53968254,63
Fizz,Gnar,0.412698413,63
Sivir,Brand,0.6190476189999999,63
Karthus,Kog'Maw,0.634920635,63
Gnar,Taliyah,0.49206349200000005,63
Swain,Sejuani,0.412698413,63
Kayle,Veigar,0.523809524,63
Rammus,Kennen,0.53968254,63
Alistar,Zyra,0.682539683,63
Quinn,Zyra,0.53968254,63
Tristana,Blitzcrank,0.412698413,63
Olaf,Swain,0.49206349200000005,63
Tristana,Vayne,0.53968254,63
Karthus,Varus,0.507936508,63
Heimerdinger,Jhin,0.523809524,63
Syndra,Kai'Sa,0.5555555560000001,63
Ziggs,Illaoi,0.5555555560000001,63
Karthus,Ziggs,0.6190476189999999,63
Teemo,Janna,0.46031746,63
Ryze,Singed,0.444444444,63
Hecarim,Syndra,0.428571429,63
Taric,Kog'Maw,0.6031746029999999,63
Vayne,Malzahar,0.523809524,63
Taliyah,Rakan,0.365079365,63
Illaoi,Ivern,0.428571429,63
Trundle,Gnar,0.571428571,63
Ryze,Nasus,0.571428571,63
Annie,Miss Fortune,0.46031746,63
Mordekaiser,Xayah,0.523809524,63
Gnar,Ornn,0.333333333,63
Rammus,Kassadin,0.587301587,63
Miss Fortune,Malzahar,0.6031746029999999,63
Sona,Thresh,0.634920635,63
Heimerdinger,Kled,0.26984127,63
Sivir,Akali,0.412698413,63
Karthus,Anivia,0.634920635,63
Trundle,Azir,0.428571429,63
Tristana,Karthus,0.53968254,63
Taric,Nautilus,0.46031746,63
Anivia,Vi,0.49206349200000005,63
Soraka,Maokai,0.467741935,62
Amumu,Viktor,0.564516129,62
Swain,Vayne,0.467741935,62
Brand,Azir,0.580645161,62
Singed,Rek'Sai,0.564516129,62
Trundle,Yorick,0.419354839,62
Urgot,Tahm Kench,0.612903226,62
Sona,Irelia,0.45161290299999995,62
Camille,Xayah,0.403225806,62
Tryndamere,Kalista,0.274193548,62
Vladimir,Shaco,0.403225806,62
Malphite,Xerath,0.612903226,62
Zilean,Nidalee,0.548387097,62
Zilean,Diana,0.580645161,62
Sion,Aurelion Sol,0.564516129,62
Kassadin,Diana,0.580645161,62
Kennen,Diana,0.48387096799999996,62
Caitlyn,Nasus,0.387096774,62
Cassiopeia,Hecarim,0.467741935,62
Ryze,Miss Fortune,0.564516129,62
Soraka,Diana,0.403225806,62
Dr. Mundo,Janna,0.580645161,62
Singed,Zoe,0.467741935,62
Twitch,Azir,0.48387096799999996,62
Kayle,Kled,0.532258065,62
Sona,Pantheon,0.5,62
Pantheon,Jayce,0.48387096799999996,62
Galio,Draven,0.387096774,62
Talon,Rakan,0.403225806,62
Lulu,Camille,0.33870967700000004,62
Ryze,Sejuani,0.548387097,62
Olaf,Caitlyn,0.419354839,62
Vladimir,Gragas,0.532258065,62
Irelia,Vel'Koz,0.5,62
Dr. Mundo,Cassiopeia,0.532258065,62
Zyra,Illaoi,0.548387097,62
Quinn,Rek'Sai,0.5,62
Jarvan IV,Cassiopeia,0.629032258,62
Kassadin,Nidalee,0.467741935,62
Kayle,Bard,0.5,62
Galio,Ivern,0.344262295,61
Nidalee,Braum,0.44262295100000004,61
Galio,Caitlyn,0.47540983600000003,61
Rumble,Bard,0.45901639299999997,61
Cassiopeia,Kai'Sa,0.590163934,61
Olaf,Ashe,0.45901639299999997,61
Cassiopeia,Gragas,0.540983607,61
Twisted Fate,Shen,0.557377049,61
Olaf,Ziggs,0.655737705,61
Sion,Syndra,0.590163934,61
LeBlanc,Rammus,0.44262295100000004,61
Leona,Braum,0.47540983600000003,61
Ryze,Taliyah,0.557377049,61
Taric,Braum,0.44262295100000004,61
Irelia,Varus,0.409836066,61
Kayle,Elise,0.540983607,61
Shen,Bard,0.44262295100000004,61
Gangplank,Nasus,0.426229508,61
Gangplank,Vayne,0.426229508,61
Lulu,Ekko,0.47540983600000003,61
LeBlanc,Shyvana,0.47540983600000003,61
Fizz,Rakan,0.5737704920000001,61
Elise,Ivern,0.44262295100000004,61
Shyvana,Syndra,0.44262295100000004,61
Malzahar,Zed,0.5737704920000001,61
Talon,Rek'Sai,0.37704918,61
Karthus,Gnar,0.47540983600000003,61
Anivia,Pantheon,0.5737704920000001,61
Sion,Jayce,0.5737704920000001,61
Swain,Diana,0.540983607,61
Trundle,Nami,0.508196721,61
Trundle,Kalista,0.557377049,61
Karthus,Draven,0.62295082,61
Karthus,Sona,0.770491803,61
Kennen,Zed,0.524590164,61
Twitch,Varus,0.426229508,61
Irelia,Caitlyn,0.45901639299999997,61
Anivia,Zac,0.557377049,61
Alistar,Draven,0.508196721,61
Lux,Zoe,0.409836066,61
Kayle,Ivern,0.491803279,61
Caitlyn,Thresh,0.426229508,61
Blitzcrank,Leona,0.45901639299999997,61
Alistar,Ashe,0.393442623,61
Orianna,Nasus,0.508196721,61
Akali,Nami,0.344262295,61
Talon,Tahm Kench,0.38333333299999994,60
Draven,Thresh,0.46666666700000003,60
Veigar,Kled,0.583333333,60
Sivir,Jarvan IV,0.5,60
Zyra,Jinx,0.566666667,60
Galio,Zyra,0.5166666670000001,60
Brand,Aurelion Sol,0.65,60
Kai'Sa,Vel'Koz,0.6166666670000001,60
Urgot,Leona,0.6,60
Galio,Ryze,0.5,60
Vayne,Zoe,0.433333333,60
Sion,Vel'Koz,0.533333333,60
LeBlanc,Volibear,0.5,60
Soraka,Shyvana,0.433333333,60
Cassiopeia,Volibear,0.65,60
Tristana,Renekton,0.45,60
Twisted Fate,Brand,0.6166666670000001,60
Miss Fortune,Sona,0.533333333,60
Maokai,Xerath,0.55,60
Alistar,Heimerdinger,0.583333333,60
Evelynn,Vel'Koz,0.583333333,60
Darius,Nami,0.566666667,60
Kassadin,Trundle,0.41666666700000005,60
Nasus,Zoe,0.38333333299999994,60
Gangplank,Renekton,0.41666666700000005,60
Kayle,Zilean,0.5166666670000001,60
Elise,Leona,0.5166666670000001,60
Sivir,Riven,0.433333333,60
Poppy,Xerath,0.483333333,60
Anivia,Darius,0.483333333,60
Gangplank,Talon,0.533333333,60
Taric,Skarner,0.5166666670000001,60
Anivia,Hecarim,0.583333333,60
Urgot,Kled,0.5166666670000001,60
Pantheon,Aurelion Sol,0.583333333,60
Urgot,Ivern,0.4,60
Gragas,Syndra,0.6166666670000001,60
Ryze,Lucian,0.433333333,60
Olaf,Ahri,0.55,60
Twisted Fate,Karthus,0.6333333329999999,60
Ryze,Blitzcrank,0.36666666700000006,60
Nidalee,Kalista,0.46666666700000003,60
Kayle,Rek'Sai,0.55,60
Mordekaiser,Zoe,0.333333333,60
Yorick,Ekko,0.5166666670000001,60
Evelynn,Syndra,0.566666667,60
Gangplank,Rumble,0.5,60
Swain,Lucian,0.36666666700000006,60
Morgana,Bard,0.566666667,60
Janna,Hecarim,0.5932203389999999,59
Nasus,Nami,0.627118644,59
Ashe,Vayne,0.305084746,59
Teemo,Nami,0.423728814,59
Pantheon,Kalista,0.372881356,59
Heimerdinger,Malzahar,0.474576271,59
Ivern,Ornn,0.38983050799999996,59
Galio,Orianna,0.610169492,59
Kayle,Tristana,0.525423729,59
Kog'Maw,Lux,0.7288135590000001,59
Tristana,Elise,0.45762711899999997,59
Karthus,Xayah,0.525423729,59
Braum,Ekko,0.406779661,59
Karma,Zac,0.474576271,59
Shen,Kled,0.508474576,59
Skarner,Draven,0.525423729,59
Elise,Rek'Sai,0.406779661,59
Skarner,Lulu,0.38983050799999996,59
Annie,Twitch,0.423728814,59
Fizz,Zoe,0.322033898,59
Braum,Jhin,0.508474576,59
Gangplank,Mordekaiser,0.610169492,59
Orianna,Zed,0.610169492,59
Riven,Xerath,0.525423729,59
Corki,Pyke,0.254237288,59
Tristana,Mordekaiser,0.508474576,59
Sivir,Kindred,0.610169492,59
Kog'Maw,Tahm Kench,0.644067797,59
Leona,Zed,0.474576271,59
Renekton,Orianna,0.542372881,59
Vladimir,Nocturne,0.44067796600000003,59
Soraka,Zac,0.423728814,59
Sejuani,Zoe,0.44067796600000003,59
Morgana,Gangplank,0.423728814,59
Gangplank,Bard,0.44067796600000003,59
Sivir,Trundle,0.542372881,59
Ezreal,Kled,0.45762711899999997,59
LeBlanc,Diana,0.474576271,59
Gangplank,Elise,0.423728814,59
Galio,Fiora,0.482758621,58
Evelynn,Anivia,0.43103448299999997,58
Sejuani,Jayce,0.413793103,58
Alistar,Tahm Kench,0.517241379,58
Lucian,Rakan,0.482758621,58
Sejuani,Xayah,0.551724138,58
Kennen,Zac,0.517241379,58
Caitlyn,Sejuani,0.396551724,58
Cho'Gath,Nami,0.551724138,58
Karma,Jinx,0.534482759,58
Caitlyn,Jhin,0.396551724,58
Ryze,Nautilus,0.5862068970000001,58
Jinx,Ivern,0.43103448299999997,58
Galio,Twisted Fate,0.379310345,58
Caitlyn,Lux,0.465517241,58
Ziggs,Thresh,0.551724138,58
Volibear,Azir,0.5,58
Zilean,Jhin,0.534482759,58
Trundle,Jayce,0.517241379,58
Ashe,Talon,0.327586207,58
Olaf,Kalista,0.534482759,58
Galio,Zoe,0.465517241,58
Skarner,Kled,0.534482759,58
Nautilus,Vel'Koz,0.5862068970000001,58
Ahri,Jinx,0.534482759,58
Katarina,Sejuani,0.413793103,58
Lux,Rek'Sai,0.482758621,58
Kayle,Heimerdinger,0.551724138,58
Kayle,Gangplank,0.5,58
Urgot,Shen,0.482758621,58
Diana,Kalista,0.482758621,58
Karthus,Ahri,0.568965517,58
Jhin,Rek'Sai,0.517241379,58
Irelia,Azir,0.465517241,58
Renekton,Fiora,0.5,58
Anivia,Nocturne,0.362068966,58
Karthus,Jayce,0.5862068970000001,58
Kled,Ornn,0.448275862,58
Zilean,Mordekaiser,0.482758621,58
Tristana,Ezreal,0.5,58
Gangplank,Blitzcrank,0.473684211,57
Thresh,Ivern,0.456140351,57
Irelia,Gnar,0.543859649,57
Ashe,Braum,0.456140351,57
Evelynn,Aurelion Sol,0.473684211,57
Ashe,Lulu,0.50877193,57
Shen,Draven,0.42105263200000004,57
Tahm Kench,Kled,0.42105263200000004,57
Annie,Ekko,0.614035088,57
Elise,Kled,0.456140351,57
Nautilus,Jayce,0.578947368,57
Aurelion Sol,Zac,0.596491228,57
Vladimir,Sion,0.578947368,57
Jarvan IV,Lissandra,0.36842105299999994,57
Veigar,Lucian,0.473684211,57
Vladimir,Udyr,0.543859649,57
Taric,Quinn,0.38596491200000005,57
Zyra,Lucian,0.614035088,57
Miss Fortune,Taric,0.456140351,57
Poppy,Lissandra,0.456140351,57
Leona,Bard,0.50877193,57
Tahm Kench,Illaoi,0.50877193,57
Alistar,Shen,0.473684211,57
Heimerdinger,Bard,0.49122807,57
Nasus,Leona,0.473684211,57
Nasus,Yorick,0.43859649100000003,57
Galio,Xayah,0.473684211,57
Sejuani,Ziggs,0.403508772,57
Shaco,Cassiopeia,0.42105263200000004,57
Karma,Nidalee,0.42105263200000004,57
