"","champ1","champ2","winrate","n_games"
"199","Amumu","Malphite",0.573307355,2053
"2807","Amumu","Malzahar",0.561983471,242
"4181","Amumu","Maokai",0.579071597,1271
"22","Amumu","Master Yi",0.5525711,6962
"1520","Amumu","Miss Fortune",0.581947743,842
"1457","Amumu","Mordekaiser",0.54805726,489
"2740","Amumu","Morgana",0.5651341,522
"4809","Amumu","Nami",0.522522523,111
"1207","Amumu","Nasus",0.492359932,589
"11381","Amumu","Nautilus",0.543973941,614
"505","Amumu","Nidalee",0.528049866,1123
"3361","Amumu","Nocturne",0.52972973,1480
"48","Amumu","Nunu",0.51780303,5280
"1984","Amumu","Olaf",0.515283843,687
"2157","Amumu","Orianna",0.546583851,322
"1833","Amumu","Ornn",0.516971279,383
"433","Amumu","Pantheon",0.536663981,1241
"363","Amumu","Poppy",0.586600143,1403
"2101","Amumu","Pyke",0.52173913,2001
"1395","Amumu","Quinn",0.523529412,510
"2845","Amumu","Rakan",0.558823529,238
"515","Amumu","Rammus",0.521266968,1105
"2503","Amumu","Rek'Sai",0.549090909,275
"1445","Amumu","Renekton",0.582995951,494
"63","Amumu","Rengar",0.554842474,3428
"529","Amumu","Riven",0.557710065,1083
"1213","Amumu","Rumble",0.568027211,588
"5638","Amumu","Ryze",0.491666667,240
"9061","Amumu","Sejuani",0.522972973,740
"327","Amumu","Shaco",0.528239203,1505
"23881","Amumu","Shen",0.456747405,289
"4541","Amumu","Shyvana",0.547876769,1201
"3418","Amumu","Singed",0.592682927,410
"1548","Amumu","Sion",0.579831933,833
"8410","Amumu","Sivir",0.518248175,137
"11261","Amumu","Skarner",0.565217391,621
"24881","Amumu","Sona",0.565217391,276
"9782","Amumu","Soraka",0.485981308,107
"28011","Amumu","Swain",0.58436214,243
"44111","Amumu","Syndra",0.527559055,127
"2711","Amumu","Tahm Kench",0.577689243,251
"8781","Amumu","Taliyah",0.594451783,757
"12001","Amumu","Talon",0.509306261,591
"30961","Amumu","Taric",0.579439252,214
"664","Amumu","Teemo",0.540414162,1497
"1407","Amumu","Thresh",0.539370079,508
"3338","Amumu","Tristana",0.570405728,419
"6201","Amumu","Trundle",0.577405858,956
"920","Amumu","Tryndamere",0.576214405,1194
"6324","Amumu","Twisted Fate",0.509615385,208
"680","Amumu","Twitch",0.563389831,1475
"315","Amumu","Udyr",0.522215068,1553
"3606","Amumu","Urgot",0.511568123,389
"3195","Amumu","Varus",0.487804878,205
"1053","Amumu","Vayne",0.597243492,653
"1847","Amumu","Veigar",0.518421053,380
"35021","Amumu","Vel'Koz",0.638888889,180
"289","Amumu","Vi",0.535304768,1657
"6391","Amumu","Viktor",0.564516129,62
"9066","Amumu","Vladimir",0.532786885,122
"653","Amumu","Volibear",0.559395248,926
"326","Amumu","Warwick",0.52145359,2284
"1141","Amumu","Wukong",0.566943342,2771
"28681","Amumu","Xayah",0.546610169,236
"52111","Amumu","Xerath",0.597938144,97
"450","Amumu","Xin Zhao",0.533093894,1949
"2921","Amumu","Yasuo",0.560486322,1645
"4009","Amumu","Yorick",0.551020408,147
"567","Amumu","Zac",0.556640625,1024
"1187","Amumu","Zed",0.506711409,596
"26361","Amumu","Ziggs",0.579150579,259
"7166","Amumu","Zilean",0.545977011,174
"25361","Amumu","Zoe",0.512915129,271
"18261","Amumu","Zyra",0.579634465,383
"59281","Anivia","Aatrox",0.540540541,74
"9567","Anivia","Ahri",0.666666667,9
"61681","Anivia","Akali",0.367647059,68
"15706","Anivia","Alistar",0.5,34
"8080","Anivia","Amumu",0.630136986,146
"19362","Anivia","Annie",0.571428571,7
"16814","Anivia","Ashe",0.56,25
"9171","Anivia","Aurelion Sol",0.333333333,15
"77101","Anivia","Azir",0.333333333,36
"80821","Anivia","Bard",0.5,30
"8485","Anivia","Blitzcrank",0.333333333,24
"6147","Anivia","Brand",0.579710145,69
"9757","Anivia","Braum",0.333333333,6
"87601","Anivia","Caitlyn",0.5,20
"7347","Anivia","Camille",0.511627907,43
"93611","Anivia","Cassiopeia",0.666666667,12
"10518","Anivia","Cho'Gath",0.557894737,95
"98581","Anivia","Corki",0.666666667,3
"6505","Anivia","Darius",0.483333333,60
"7467","Anivia","Diana",0.6,40
"59801","Anivia","Dr. Mundo",0.630136986,73
"9605","Anivia","Draven",0.444444444,9
"67181","Anivia","Ekko",0.345454545,55
"89381","Anivia","Elise",0.5,18
"13130","Anivia","Evelynn",0.431034483,58
"8245","Anivia","Ezreal",0.464285714,28
"12316","Anivia","Fiddlesticks",0.470588235,68
"91181","Anivia","Fiora",0.5625,16
"87281","Anivia","Fizz",0.523809524,21
"16870","Anivia","Galio",0.48,25
"9115","Anivia","Gangplank",0.375,16
"5067","Anivia","Garen",0.514851485,101
"89761","Anivia","Gnar",0.444444444,18
"5675","Anivia","Gragas",0.518518519,81
"26381","Anivia","Graves",0.552123552,259
"65081","Anivia","Hecarim",0.583333333,60
"83811","Anivia","Heimerdinger",0.5,26
"86641","Anivia","Illaoi",0.409090909,22
"74661","Anivia","Irelia",0.45,40
"9447","Anivia","Ivern",0.636363636,11
"97541","Anivia","Janna",0.166666667,6
"4691","Anivia","Jarvan IV",0.530434783,115
"6608","Anivia","Jax",0.520408163,196
"92121","Anivia","Jayce",0.214285714,14
"81501","Anivia","Jhin",0.655172414,29
"79941","Anivia","Jinx",0.5625,32
"61461","Anivia","Kai'Sa",0.507246377,69
"97621","Anivia","Kalista",0.333333333,6
"9677","Anivia","Karma",0.714285714,7
"12770","Anivia","Karthus",0.634920635,63
"9675","Anivia","Kassadin",0.285714286,7
"94081","Anivia","Katarina",0.583333333,12
"17028","Anivia","Kayle",0.791666667,24
"35281","Anivia","Kayn",0.519774011,177
"95811","Anivia","Kennen",0.777777778,9
"49601","Anivia","Kha'Zix",0.6,105
"51681","Anivia","Kindred",0.612244898,98
"87411","Anivia","Kled",0.8,20
"9595","Anivia","Kog'Maw",0.888888889,9
"19422","Anivia","LeBlanc",0.285714286,7
"31981","Anivia","Lee Sin",0.504901961,204
"9579","Anivia","Leona",0.666666667,9
"94241","Anivia","Lissandra",0.545454545,11
"85501","Anivia","Lucian",0.47826087,23
"9365","Anivia","Lulu",0.25,12
"8151","Anivia","Lux",0.310344828,29
"5747","Anivia","Malphite",0.506329114,79
"9113","Anivia","Malzahar",0.375,16
"60141","Anivia","Maokai",0.569444444,72
"5016","Anivia","Master Yi",0.494505495,273
"15604","Anivia","Miss Fortune",0.542857143,35
"8495","Anivia","Mordekaiser",0.5,24
"16038","Anivia","Morgana",0.419354839,31
"96481","Anivia","Nami",0.25,8
"72101","Anivia","Nasus",0.533333333,45
"7903","Anivia","Nautilus",0.636363636,33
"72361","Anivia","Nidalee",0.4,45
"6599","Anivia","Nocturne",0.362068966,58
"4010","Anivia","Nunu",0.488505747,348
"15488","Anivia","Olaf",0.638888889,36
"9489","Anivia","Orianna",0.454545455,11
"7063","Anivia","Ornn",0.458333333,48
"6457","Anivia","Pantheon",0.573770492,61
"30881","Anivia","Poppy",0.621495327,214
"48481","Anivia","Pyke",0.513761468,109
"86611","Anivia","Quinn",0.363636364,22
"96101","Anivia","Rakan",0.555555556,9
"14264","Anivia","Rammus",0.531914894,47
"90941","Anivia","Rek'Sai",0.5625,16
"8815","Anivia","Renekton",0.578947368,19
"37501","Anivia","Rengar",0.583850932,161
"59201","Anivia","Riven",0.453333333,75
"82901","Anivia","Rumble",0.407407407,27
"16934","Anivia","Ryze",0.541666667,24
"7693","Anivia","Sejuani",0.444444444,36
"56621","Anivia","Shaco",0.512195122,82
"8819","Anivia","Shen",0.526315789,19
"76011","Anivia","Shyvana",0.5,38
"16622","Anivia","Singed",0.666666667,27
"11610","Anivia","Sion",0.628205128,78
"19676","Anivia","Sivir",1,3
"78011","Anivia","Skarner",0.457142857,35
"9415","Anivia","Sona",0.5,12
"19394","Anivia","Soraka",0.571428571,7
"9117","Anivia","Swain",0.4375,16
"94781","Anivia","Syndra",0.636363636,11
"81401","Anivia","Tahm Kench",0.433333333,30
"7279","Anivia","Taliyah",0.568181818,44
"77221","Anivia","Talon",0.638888889,36
"97321","Anivia","Taric",0.333333333,6
"11518","Anivia","Teemo",0.493670886,79
"7877","Anivia","Thresh",0.588235294,34
"17830","Anivia","Tristana",0.444444444,18
"4555","Anivia","Trundle",0.603305785,121
"12086","Anivia","Tryndamere",0.535211268,71
"18906","Anivia","Twisted Fate",0.818181818,11
"13948","Anivia","Twitch",0.64,50
"5937","Anivia","Udyr",0.5,74
"16768","Anivia","Urgot",0.615384615,26
"96111","Anivia","Varus",0.555555556,9
"7219","Anivia","Vayne",0.511111111,45
"8933","Anivia","Veigar",0.444444444,18
"96861","Anivia","Vel'Koz",0.428571429,7
"6389","Anivia","Vi",0.492063492,63
"98461","Anivia","Viktor",0.666666667,3
"19732","Anivia","Vladimir",1,2
"70561","Anivia","Volibear",0.458333333,48
"9650","Anivia","Warwick",0.509090909,110
"4843","Anivia","Wukong",0.568807339,109
"96081","Anivia","Xayah",0.444444444,9
"9853","Anivia","Xerath",0.666666667,3
"10616","Anivia","Xin Zhao",0.505376344,93
"47541","Anivia","Yasuo",0.584070796,113
"90301","Anivia","Yorick",0.529411765,17
"6467","Anivia","Zac",0.557377049,61
"75681","Anivia","Zed",0.526315789,38
"93481","Anivia","Ziggs",0.5,12
"18332","Anivia","Zilean",0.533333333,15
"9591","Anivia","Zoe",0.777777778,9
"91011","Anivia","Zyra",0.5,16
"4727","Annie","Aatrox",0.49122807,114
"8687","Annie","Ahri",0.428571429,21
"52281","Annie","Akali",0.364583333,96
"79741","Annie","Alistar",0.40625,32
"27701","Annie","Amumu",0.497959184,245
"96811","Annie","Anivia",0.571428571,7
"90581","Annie","Ashe",0.625,16
"96261","Annie","Aurelion Sol",0,8
"9059","Annie","Azir",0.375,16
"8359","Annie","Bard",0.346153846,26
"80211","Annie","Blitzcrank",0.451612903,31
"45281","Annie","Brand",0.549180328,122
"96741","Annie","Braum",0.285714286,7
"89361","Annie","Caitlyn",0.388888889,18
"70641","Annie","Camille",0.479166667,48
"96681","Annie","Cassiopeia",0.75,8
"4745","Annie","Cho'Gath",0.539823009,113
"9643","Annie","Corki",0.625,8
"5669","Annie","Darius",0.5,82
"61901","Annie","Diana",0.485294118,68
"42621","Annie","Dr. Mundo",0.574626866,134
"88421","Annie","Draven",0.578947368,19
"66121","Annie","Ekko",0.614035088,57
"8567","Annie","Elise",0.608695652,23
"5729","Annie","Evelynn",0.475,80
"7683","Annie","Ezreal",0.527777778,36
"5469","Annie","Fiddlesticks",0.431818182,88
"86781","Annie","Fiora",0.476190476,21
"78741","Annie","Fizz",0.529411765,34
"7267","Annie","Galio",0.522727273,44
"83041","Annie","Gangplank",0.407407407,27
"3803","Annie","Garen",0.449367089,158
"8303","Annie","Gnar",0.666666667,27
"52181","Annie","Gragas",0.510416667,96
"21241","Annie","Graves",0.50304878,328
"48001","Annie","Hecarim",0.504504505,111
"8215","Annie","Heimerdinger",0.357142857,28
"72841","Annie","Illaoi",0.477272727,44
"6255","Annie","Irelia",0.409090909,66
"6205","Annie","Ivern",0.411764706,68
"96641","Annie","Janna",0.5,8
"45821","Annie","Jarvan IV",0.516666667,120
"27441","Annie","Jax",0.552419355,248
"91801","Annie","Jayce",0.533333333,15
"8079","Annie","Jhin",0.466666667,30
"72111","Annie","Jinx",0.644444444,45
"59041","Annie","Kai'Sa",0.466666667,75
"8999","Annie","Kalista",0.529411765,17
"9427","Annie","Karma",0.545454545,11
"63341","Annie","Karthus",0.515625,64
"9459","Annie","Kassadin",0.272727273,11
"87761","Annie","Katarina",0.5,20
"79081","Annie","Kayle",0.424242424,33
"3123","Annie","Kayn",0.488151659,211
"93621","Annie","Kennen",0.416666667,12
"3649","Annie","Kha'Zix",0.517857143,168
"4537","Annie","Kindred",0.475409836,122
"85981","Annie","Kled",0.347826087,23
"88261","Annie","Kog'Maw",0.421052632,19
"93781","Annie","LeBlanc",0.583333333,12
"22001","Annie","Lee Sin",0.504731861,317
"78781","Annie","Leona",0.529411765,34
"9179","Annie","Lissandra",0.333333333,15
"6695","Annie","Lucian",0.436363636,55
"92141","Annie","Lulu",0.5,14
"7289","Annie","Lux",0.409090909,44
"41441","Annie","Malphite",0.471428571,140
"89161","Annie","Malzahar",0.277777778,18
"49641","Annie","Maokai",0.596153846,104
"16581","Annie","Master Yi",0.462085308,422
"6377","Annie","Miss Fortune",0.46031746,63
"73761","Annie","Mordekaiser",0.5,42
"82341","Annie","Morgana",0.571428571,28
"95201","Annie","Nami",0.5,10
"7145","Annie","Nasus",0.434782609,46
"69561","Annie","Nautilus",0.44,50
"61021","Annie","Nidalee",0.414285714,70
"4947","Annie","Nocturne",0.495238095,105
"1555","Annie","Nunu",0.441758242,455
"71241","Annie","Olaf",0.468085106,47
"8771","Annie","Orianna",0.45,20
"77801","Annie","Ornn",0.628571429,35
"58061","Annie","Pantheon",0.5,78
"4723","Annie","Poppy",0.561403509,114
"4595","Annie","Pyke",0.386554622,119
"77081","Annie","Quinn",0.527777778,36
"8549","Annie","Rakan",0.47826087,23
"6115","Annie","Rammus",0.47826087,69
"85161","Annie","Rek'Sai",0.583333333,24
"6937","Annie","Renekton",0.52,50
"29441","Annie","Rengar",0.469298246,228
"54111","Annie","Riven",0.5,90
"76801","Annie","Rumble",0.472222222,36
"93941","Annie","Ryze",0.583333333,12
"7067","Annie","Sejuani",0.375,48
"5783","Annie","Shaco",0.512820513,78
"74721","Annie","Shen",0.475,40
"60961","Annie","Shyvana",0.342857143,70
"75361","Annie","Singed",0.58974359,39
"62221","Annie","Sion",0.507462687,67
"96561","Annie","Sivir",0.375,8
"74611","Annie","Skarner",0.55,40
"9413","Annie","Sona",0.333333333,12
"9431","Annie","Soraka",0.545454545,11
"87641","Annie","Swain",0.35,20
"93411","Annie","Syndra",0.833333333,12
"83621","Annie","Tahm Kench",0.461538462,26
"7065","Annie","Taliyah",0.583333333,48
"7117","Annie","Talon",0.531914894,47
"9005","Annie","Taric",0.411764706,17
"55401","Annie","Teemo",0.305882353,85
"73961","Annie","Thresh",0.523809524,42
"80281","Annie","Tristana",0.516129032,31
"62621","Annie","Trundle",0.515151515,66
"59211","Annie","Tryndamere",0.506666667,75
"88211","Annie","Twisted Fate",0.315789474,19
"6543","Annie","Twitch",0.423728814,59
"50401","Annie","Udyr",0.509803922,102
"78821","Annie","Urgot",0.382352941,34
"9159","Annie","Varus",0.666666667,15
"73981","Annie","Vayne",0.452380952,42
"76701","Annie","Veigar",0.594594595,37
"91781","Annie","Vel'Koz",0.4,15
"46461","Annie","Vi",0.427350427,117
"9823","Annie","Viktor",0.75,4
"9673","Annie","Vladimir",0.285714286,7
"62981","Annie","Volibear",0.538461538,65
"4195","Annie","Warwick",0.445255474,137
"3469","Annie","Wukong",0.516483516,182
"89781","Annie","Xayah",0.222222222,18
"9587","Annie","Xerath",0.333333333,9
"48521","Annie","Xin Zhao",0.518518519,108
"43341","Annie","Yasuo",0.569230769,130
"8347","Annie","Yorick",0.576923077,26
"6187","Annie","Zac",0.455882353,68
"66801","Annie","Zed",0.527272727,55
"8675","Annie","Ziggs",0.619047619,21
"94101","Annie","Zilean",0.333333333,12
"80841","Annie","Zoe",0.466666667,30
"87041","Annie","Zyra",0.476190476,21
"4309","Ashe","Aatrox",0.465648855,131
"79021","Ashe","Ahri",0.393939394,33
"44841","Ashe","Akali",0.362903226,124
"12946","Ashe","Alistar",0.393442623,61
"2353","Ashe","Amumu",0.557823129,294
"8407","Ashe","Anivia",0.56,25
"18116","Ashe","Annie",0.625,16
"91001","Ashe","Aurelion Sol",0.4375,16
"80181","Ashe","Azir",0.483870968,31
"7163","Ashe","Bard",0.5,46
"60421","Ashe","Blitzcrank",0.507042254,71
"57001","Ashe","Brand",0.6,80
"6607","Ashe","Braum",0.456140351,57
"80081","Ashe","Caitlyn",0.28125,32
"59821","Ashe","Camille",0.424657534,73
"97011","Ashe","Cassiopeia",0.571428571,7
"34381","Ashe","Cho'Gath",0.448648649,185
"96901","Ashe","Corki",0.428571429,7
"43321","Ashe","Darius",0.430769231,130
"47201","Ashe","Diana",0.535087719,114
"3483","Ashe","Dr. Mundo",0.519337017,181
"78961","Ashe","Draven",0.303030303,33
"4717","Ashe","Ekko",0.552631579,114
"70221","Ashe","Elise",0.469387755,49
"43041","Ashe","Evelynn",0.446969697,132
"6035","Ashe","Ezreal",0.408450704,71
"8486","Ashe","Fiddlesticks",0.422222222,135
"8409","Ashe","Fiora",0.44,25
"70211","Ashe","Fizz",0.551020408,49
"12326","Ashe","Galio",0.382352941,68
"8119","Ashe","Gangplank",0.5,30
"31101","Ashe","Garen",0.533018868,212
"85481","Ashe","Gnar",0.434782609,23
"34761","Ashe","Gragas",0.472527473,182
"17611","Ashe","Graves",0.522613065,398
"44181","Ashe","Hecarim",0.385826772,127
"73461","Ashe","Heimerdinger",0.465116279,43
"61111","Ashe","Illaoi",0.536231884,69
"60411","Ashe","Irelia",0.535211268,71
"77121","Ashe","Ivern",0.361111111,36
"8399","Ashe","Janna",0.5,26
"4087","Ashe","Jarvan IV",0.482517483,143
"2231","Ashe","Jax",0.426751592,314
"87811","Ashe","Jayce",0.4,20
"67041","Ashe","Jhin",0.436363636,55
"66681","Ashe","Jinx",0.464285714,56
"49011","Ashe","Kai'Sa",0.429906542,107
"92021","Ashe","Kalista",0.5,14
"85341","Ashe","Karma",0.47826087,23
"5817","Ashe","Karthus",0.454545455,77
"87081","Ashe","Kassadin",0.523809524,21
"84741","Ashe","Katarina",0.625,24
"13884","Ashe","Kayle",0.58,50
"25461","Ashe","Kayn",0.477777778,270
"9303","Ashe","Kennen",0.615384615,13
"33641","Ashe","Kha'Zix",0.439790576,191
"42161","Ashe","Kindred",0.411764706,136
"78411","Ashe","Kled",0.382352941,34
"90441","Ashe","Kog'Maw",0.411764706,17
"18044","Ashe","LeBlanc",0.235294118,17
"18301","Ashe","Lee Sin",0.464751958,383
"67681","Ashe","Leona",0.5,54
"8871","Ashe","Lissandra",0.421052632,19
"67011","Ashe","Lucian",0.509090909,55
"6609","Ashe","Lulu",0.50877193,57
"59841","Ashe","Lux",0.452054795,73
"32061","Ashe","Malphite",0.384236453,203
"83021","Ashe","Malzahar",0.518518519,27
"33681","Ashe","Maokai",0.421052632,190
"2602","Ashe","Master Yi",0.442028986,552
"11450","Ashe","Miss Fortune",0.4125,80
"61011","Ashe","Mordekaiser",0.514285714,70
"6863","Ashe","Morgana",0.529411765,51
"88741","Ashe","Nami",0.368421053,19
"56221","Ashe","Nasus",0.34939759,83
"50681","Ashe","Nautilus",0.455445545,101
"57041","Ashe","Nidalee",0.3625,80
"4859","Ashe","Nocturne",0.444444444,108
"1754","Ashe","Nunu",0.436675462,758
"12870","Ashe","Olaf",0.459016393,61
"86561","Ashe","Orianna",0.409090909,22
"6195","Ashe","Ornn",0.397058824,68
"5903","Ashe","Pantheon",0.493333333,75
"38901","Ashe","Poppy",0.529411765,153
"33201","Ashe","Pyke",0.384615385,195
"75441","Ashe","Quinn",0.384615385,39
"8143","Ashe","Rakan",0.366666667,30
"48681","Ashe","Rammus",0.518518519,108
"81781","Ashe","Rek'Sai",0.517241379,29
"7205","Ashe","Renekton",0.488888889,45
"2487","Ashe","Rengar",0.474637681,276
"43281","Ashe","Riven",0.511450382,131
"67981","Ashe","Rumble",0.452830189,53
"15768","Ashe","Ryze",0.470588235,34
"4855","Ashe","Sejuani",0.546296296,108
"49241","Ashe","Shaco",0.405660377,106
"6795","Ashe","Shen",0.452830189,53
"4153","Ashe","Shyvana",0.471428571,140
"6335","Ashe","Singed",0.53125,64
"9914","Ashe","Sion",0.542857143,105
"17836","Ashe","Sivir",0.5,18
"63461","Ashe","Skarner",0.453125,64
"8017","Ashe","Sona",0.580645161,31
"18012","Ashe","Soraka",0.588235294,17
"8219","Ashe","Swain",0.357142857,28
"94481","Ashe","Syndra",0.454545455,11
"67381","Ashe","Tahm Kench",0.5,54
"72441","Ashe","Taliyah",0.5,44
"6583","Ashe","Talon",0.327586207,58
"72001","Ashe","Taric",0.466666667,45
"7822","Ashe","Teemo",0.407894737,152
"6077","Ashe","Thresh",0.457142857,70
"15786","Ashe","Tristana",0.484848485,33
"53041","Ashe","Trundle",0.397849462,93
"4209","Ashe","Tryndamere",0.503649635,137
"16982","Ashe","Twisted Fate",0.25,24
"51621","Ashe","Twitch",0.43877551,98
"40001","Ashe","Udyr",0.503401361,147
"13444","Ashe","Urgot",0.592592593,54
"8765","Ashe","Varus",0.4,20
"6527","Ashe","Vayne",0.305084746,59
"74061","Ashe","Veigar",0.428571429,42
"8653","Ashe","Vel'Koz",0.545454545,22
"3903","Ashe","Vi",0.453947368,152
"93011","Ashe","Viktor",0.538461538,13
"18804","Ashe","Vladimir",0.583333333,12
"4715","Ashe","Volibear",0.429824561,114
"5676","Ashe","Warwick",0.529411765,238
"34141","Ashe","Wukong",0.470588235,187
"84841","Ashe","Xayah",0.375,24
"95261","Ashe","Xerath",0.4,10
"6702","Ashe","Xin Zhao",0.4375,192
"3645","Ashe","Yasuo",0.50887574,169
"88621","Ashe","Yorick",0.578947368,19
"50201","Ashe","Zac",0.466019417,103
"66461","Ashe","Zed",0.392857143,56
"8865","Ashe","Ziggs",0.526315789,19
"8553","Ashe","Zilean",0.47826087,23
"7837","Ashe","Zoe",0.411764706,34
"7839","Ashe","Zyra",0.529411765,34
"48241","Aurelion Sol","Aatrox",0.481818182,110
"19168","Aurelion Sol","Ahri",0.444444444,9
"10194","Aurelion Sol","Akali",0.4,100
"16334","Aurelion Sol","Alistar",0.344827586,29
"7134","Aurelion Sol","Amumu",0.548571429,175
"18342","Aurelion Sol","Anivia",0.333333333,15
"19252","Aurelion Sol","Annie",0,8
"18200","Aurelion Sol","Ashe",0.4375,16
"87981","Aurelion Sol","Azir",0.210526316,19
"8147","Aurelion Sol","Bard",0.6,30
"16994","Aurelion Sol","Blitzcrank",0.416666667,24
"12964","Aurelion Sol","Brand",0.65,60
"93281","Aurelion Sol","Braum",0.615384615,13
"19032","Aurelion Sol","Caitlyn",0.3,10
"70041","Aurelion Sol","Camille",0.469387755,49
"19086","Aurelion Sol","Cassiopeia",0.6,10
"10644","Aurelion Sol","Cho'Gath",0.430107527,93
"19650","Aurelion Sol","Corki",0.5,4
"11672","Aurelion Sol","Darius",0.493506494,77
"14918","Aurelion Sol","Diana",0.525,40
"9956","Aurelion Sol","Dr. Mundo",0.596153846,104
