"","champ1","champ2","winrate","n_games"
"13836","Rakan","Renekton",0.509803922,51
"3980","Rakan","Rengar",0.518518519,351
"7956","Rakan","Riven",0.574324324,148
"14284","Rakan","Rumble",0.434782609,46
"16504","Rakan","Ryze",0.535714286,28
"14066","Rakan","Sejuani",0.489795918,49
"9882","Rakan","Shaco",0.4,105
"14444","Rakan","Shen",0.6,45
"9084","Rakan","Shyvana",0.52892562,121
"14252","Rakan","Singed",0.446808511,47
"10568","Rakan","Sion",0.542553191,94
"18540","Rakan","Sivir",0.615384615,13
"13460","Rakan","Skarner",0.555555556,54
"17198","Rakan","Sona",0.52173913,23
"16992","Rakan","Soraka",0.583333333,24
"16720","Rakan","Swain",0.576923077,26
"19184","Rakan","Syndra",0.444444444,9
"15520","Rakan","Tahm Kench",0.428571429,35
"12746","Rakan","Taliyah",0.365079365,63
"12836","Rakan","Talon",0.403225806,62
"16002","Rakan","Taric",0.40625,32
"8924","Rakan","Teemo",0.48,125
"12126","Rakan","Thresh",0.478873239,71
"15288","Rakan","Tristana",0.594594595,37
"12700","Rakan","Trundle",0.53968254,63
"9168","Rakan","Tryndamere",0.433333333,120
"16026","Rakan","Twisted Fate",0.516129032,31
"7824","Rakan","Twitch",0.572368421,152
"8832","Rakan","Udyr",0.433070866,127
"13352","Rakan","Urgot",0.642857143,56
"17216","Rakan","Varus",0.5,22
"10602","Rakan","Vayne",0.494623656,93
"16132","Rakan","Veigar",0.451612903,31
"18100","Rakan","Vel'Koz",0.625,16
"7868","Rakan","Vi",0.456953642,151
"19720","Rakan","Viktor",0.5,2
"18464","Rakan","Vladimir",0.285714286,14
"11236","Rakan","Volibear",0.542168675,83
"6856","Rakan","Warwick",0.537634409,186
"5878","Rakan","Wukong",0.478070175,228
"1721","Rakan","Xayah",0.551927438,2205
"18238","Rakan","Xerath",0.375,16
"6598","Rakan","Xin Zhao",0.515306122,196
"2534","Rakan","Yasuo",0.503533569,566
"18138","Rakan","Yorick",0.5625,16
"10076","Rakan","Zac",0.450980392,102
"11582","Rakan","Zed",0.461538462,78
"18052","Rakan","Ziggs",0.352941176,17
"17898","Rakan","Zilean",0.5,18
"16702","Rakan","Zoe",0.346153846,26
"16194","Rakan","Zyra",0.4,30
"15881","Rammus","Aatrox",0.472972973,444
"5175","Rammus","Ahri",0.551020408,98
"1349","Rammus","Akali",0.396616541,532
"9656","Rammus","Alistar",0.472727273,110
"1030","Rammus","Amumu",0.521266968,1105
"71321","Rammus","Anivia",0.531914894,47
"12230","Rammus","Annie",0.47826087,69
"9736","Rammus","Ashe",0.518518519,108
"5843","Rammus","Aurelion Sol",0.454545455,77
"5745","Rammus","Azir",0.417721519,79
"42521","Rammus","Bard",0.470149254,134
"42361","Rammus","Blitzcrank",0.392592593,135
"18521","Rammus","Brand",0.577836412,379
"6945","Rammus","Braum",0.4,50
"59481","Rammus","Caitlyn",0.513513514,74
"27121","Rammus","Camille",0.474103586,251
"8033","Rammus","Cassiopeia",0.580645161,31
"2850","Rammus","Cho'Gath",0.499001996,501
"79801","Rammus","Corki",0.53125,32
"23501","Rammus","Darius",0.517006803,294
"1685","Rammus","Diana",0.483173077,416
"1391","Rammus","Dr. Mundo",0.513618677,514
"54561","Rammus","Draven",0.454545455,88
"17681","Rammus","Ekko",0.554156171,397
"38421","Rammus","Elise",0.557692308,156
"2364","Rammus","Evelynn",0.479061977,597
"29811","Rammus","Ezreal",0.461883408,223
"2296","Rammus","Fiddlesticks",0.496721311,610
"5897","Rammus","Fiora",0.506666667,75
"3045","Rammus","Fizz",0.486238532,218
"4854","Rammus","Galio",0.494699647,283
"50111","Rammus","Gangplank",0.533980583,103
"13941","Rammus","Garen",0.502935421,511
"55641","Rammus","Gnar",0.529411765,85
"1399","Rammus","Gragas",0.52848723,509
"1761","Rammus","Graves",0.545664207,2168
"379","Rammus","Hecarim",0.452954048,1371
"4389","Rammus","Heimerdinger",0.5078125,128
"41641","Rammus","Illaoi",0.489208633,139
"2913","Rammus","Irelia",0.5,230
"43011","Rammus","Ivern",0.393939394,132
"75941","Rammus","Janna",0.657894737,38
"1575","Rammus","Jarvan IV",0.527964206,447
"810","Rammus","Jax",0.516576715,1297
"5823","Rammus","Jayce",0.636363636,77
"31181","Rammus","Jhin",0.502369668,211
"29411","Rammus","Jinx",0.596491228,228
"1253","Rammus","Kai'Sa",0.487719298,570
"54061","Rammus","Kalista",0.555555556,90
"5335","Rammus","Karma",0.445652174,92
"4648","Rammus","Karthus",0.583892617,298
"63801","Rammus","Kassadin",0.587301587,63
"5373","Rammus","Katarina",0.395604396,91
"8148","Rammus","Kayle",0.555555556,144
"4441","Rammus","Kayn",0.486111111,1224
"6357","Rammus","Kennen",0.53968254,63
"7581","Rammus","Kha'Zix",0.470937129,843
"6701","Rammus","Kindred",0.508791209,910
"3919","Rammus","Kled",0.453947368,152
"46721","Rammus","Kog'Maw",0.551724138,116
"12880","Rammus","LeBlanc",0.442622951,61
"3241","Rammus","Lee Sin",0.491112574,1519
"5677","Rammus","Leona",0.617283951,81
"7871","Rammus","Lissandra",0.382352941,34
"34421","Rammus","Lucian",0.467391304,184
"59241","Rammus","Lulu",0.506666667,75
"3507","Rammus","Lux",0.469273743,179
"14861","Rammus","Malphite",0.513569937,479
"52261","Rammus","Malzahar",0.46875,96
"17021","Rammus","Maokai",0.503649635,411
"286","Rammus","Master Yi",0.491039427,2511
"5618","Rammus","Miss Fortune",0.491735537,242
"33161","Rammus","Mordekaiser",0.558974359,195
"7662","Rammus","Morgana",0.525641026,156
"6871","Rammus","Nami",0.568627451,51
"31441","Rammus","Nasus",0.449760766,209
"31481","Rammus","Nautilus",0.483253589,209
"15381","Rammus","Nidalee",0.52173913,460
"1387","Rammus","Nocturne",0.468085106,517
"430","Rammus","Nunu",0.44332999,1994
"5484","Rammus","Olaf",0.471774194,248
"46961","Rammus","Orianna",0.608695652,115
"40541","Rammus","Ornn",0.448275862,145
"1753","Rammus","Pantheon",0.466165414,399
"15461","Rammus","Poppy",0.492341357,457
"10241","Rammus","Pyke",0.43452381,672
"29661","Rammus","Quinn",0.460176991,226
"55741","Rammus","Rakan",0.476190476,84
"52401","Rammus","Rek'Sai",0.473684211,95
"38701","Rammus","Renekton",0.525974026,154
"4661","Rammus","Rengar",0.49957877,1187
"19741","Rammus","Riven",0.466101695,354
"34861","Rammus","Rumble",0.53038674,181
"10494","Rammus","Ryze",0.452631579,95
"2873","Rammus","Sejuani",0.480851064,235
"1415","Rammus","Shaco",0.423762376,505
"31881","Rammus","Shen",0.463414634,205
"1883","Rammus","Shyvana",0.463806971,373
"5414","Rammus","Singed",0.446215139,251
"4278","Rammus","Sion",0.558282209,326
"11892","Rammus","Sivir",0.540540541,74
"2273","Rammus","Skarner",0.444444444,306
"5913","Rammus","Sona",0.52,75
"14514","Rammus","Soraka",0.545454545,44
"5543","Rammus","Swain",0.564705882,85
"68241","Rammus","Syndra",0.519230769,52
"45981","Rammus","Tahm Kench",0.394957983,119
"2165","Rammus","Taliyah",0.557632399,321
"28341","Rammus","Talon",0.426778243,239
"58801","Rammus","Taric",0.513157895,76
"2584","Rammus","Teemo",0.495495495,555
"3847","Rammus","Thresh",0.490322581,155
"7448","Rammus","Tristana",0.515337423,163
"2185","Rammus","Trundle",0.525157233,318
"3056","Rammus","Tryndamere",0.540948276,464
"10310","Rammus","Twisted Fate",0.479591837,98
"2776","Rammus","Twitch",0.486434109,516
"11181","Rammus","Udyr",0.488782051,624
"8086","Rammus","Urgot",0.424657534,146
"53661","Rammus","Varus",0.450549451,91
"24141","Rammus","Vayne",0.466666667,285
"42221","Rammus","Veigar",0.573529412,136
"58081","Rammus","Vel'Koz",0.532467532,77
"1343","Rammus","Vi",0.510280374,535
"8793","Rammus","Viktor",0.55,20
"15630","Rammus","Vladimir",0.371428571,35
"19201","Rammus","Volibear",0.46978022,364
"1714","Rammus","Warwick",0.458549223,772
"8901","Rammus","Wukong",0.49799733,749
"52601","Rammus","Xayah",0.505263158,95
"7911","Rammus","Xerath",0.484848485,33
"2056","Rammus","Xin Zhao",0.473134328,670
"1027","Rammus","Yasuo",0.535820896,670
"6679","Rammus","Yorick",0.527272727,55
"2473","Rammus","Zac",0.455197133,279
"32111","Rammus","Zed",0.482758621,203
"54611","Rammus","Ziggs",0.625,88
"7616","Rammus","Zilean",0.563291139,158
"4271","Rammus","Zoe",0.383458647,133
"47081","Rammus","Zyra",0.530434783,115
"9254","Rek'Sai","Aatrox",0.478632479,117
"16538","Rek'Sai","Ahri",0.392857143,28
"6980","Rek'Sai","Akali",0.408839779,181
"15106","Rek'Sai","Alistar",0.578947368,38
"5006","Rek'Sai","Amumu",0.549090909,275
"18188","Rek'Sai","Anivia",0.5625,16
"17032","Rek'Sai","Annie",0.583333333,24
"16356","Rek'Sai","Ashe",0.517241379,29
"17296","Rek'Sai","Aurelion Sol",0.545454545,22
"16892","Rek'Sai","Azir",0.64,25
"7435","Rek'Sai","Bard",0.195121951,41
"14246","Rek'Sai","Blitzcrank",0.382978723,47
"9896","Rek'Sai","Brand",0.533333333,105
"17120","Rek'Sai","Braum",0.52173913,23
"16984","Rek'Sai","Caitlyn",0.458333333,24
"10658","Rek'Sai","Camille",0.397849462,93
"18550","Rek'Sai","Cassiopeia",0.461538462,13
"6998","Rek'Sai","Cho'Gath",0.466666667,180
"19630","Rek'Sai","Corki",0.5,4
"11294","Rek'Sai","Darius",0.487804878,82
"7966","Rek'Sai","Diana",0.493243243,148
"9374","Rek'Sai","Dr. Mundo",0.452173913,115
"18498","Rek'Sai","Draven",0.642857143,14
"9420","Rek'Sai","Ekko",0.47826087,115
"13082","Rek'Sai","Elise",0.406779661,59
"6748","Rek'Sai","Evelynn",0.463157895,190
"13516","Rek'Sai","Ezreal",0.407407407,54
"7052","Rek'Sai","Fiddlesticks",0.443820225,178
"17940","Rek'Sai","Fiora",0.333333333,18
"11786","Rek'Sai","Fizz",0.546666667,75
"12534","Rek'Sai","Galio",0.476923077,65
"15558","Rek'Sai","Gangplank",0.571428571,35
"8046","Rek'Sai","Garen",0.43537415,147
"15206","Rek'Sai","Gnar",0.447368421,38
"6330","Rek'Sai","Gragas",0.516908213,207
"2780","Rek'Sai","Graves",0.497087379,515
"8228","Rek'Sai","Hecarim",0.436619718,142
"16920","Rek'Sai","Heimerdinger",0.4,25
"14886","Rek'Sai","Illaoi",0.56097561,41
"12518","Rek'Sai","Irelia",0.5,66
"7623","Rek'Sai","Ivern",0.368421053,38
"18842","Rek'Sai","Janna",0.545454545,11
"7648","Rek'Sai","Jarvan IV",0.452229299,157
"4266","Rek'Sai","Jax",0.458715596,327
"17850","Rek'Sai","Jayce",0.333333333,18
"13192","Rek'Sai","Jhin",0.517241379,58
"13942","Rek'Sai","Jinx",0.46,50
"7910","Rek'Sai","Kai'Sa",0.44,150
"9335","Rek'Sai","Kalista",0.538461538,13
"16456","Rek'Sai","Karma",0.5,28
"11638","Rek'Sai","Karthus",0.532467532,77
"17984","Rek'Sai","Kassadin",0.529411765,17
"16858","Rek'Sai","Katarina",0.6,25
"13036","Rek'Sai","Kayle",0.55,60
"3710","Rek'Sai","Kayn",0.45646438,379
"19454","Rek'Sai","Kennen",0.571428571,7
"5454","Rek'Sai","Kha'Zix",0.421686747,249
"5202","Rek'Sai","Kindred",0.403041825,263
"17038","Rek'Sai","Kled",0.541666667,24
"16932","Rek'Sai","Kog'Maw",0.541666667,24
"18074","Rek'Sai","LeBlanc",0.411764706,17
"2674","Rek'Sai","Lee Sin",0.463687151,537
"15998","Rek'Sai","Leona",0.34375,32
"18698","Rek'Sai","Lissandra",0.583333333,12
"14070","Rek'Sai","Lucian",0.5,48
"17402","Rek'Sai","Lulu",0.523809524,21
"13180","Rek'Sai","Lux",0.482758621,58
"8438","Rek'Sai","Malphite",0.529411765,136
"16364","Rek'Sai","Malzahar",0.586206897,29
"9342","Rek'Sai","Maokai",0.439655172,116
"2974","Rek'Sai","Master Yi",0.43006263,479
"12676","Rek'Sai","Miss Fortune",0.4375,64
"15036","Rek'Sai","Mordekaiser",0.512820513,39
"13380","Rek'Sai","Morgana",0.472727273,55
"18534","Rek'Sai","Nami",0.384615385,13
"13486","Rek'Sai","Nasus",0.444444444,54
"12464","Rek'Sai","Nautilus",0.537313433,67
"7202","Rek'Sai","Nidalee",0.447674419,172
"7150","Rek'Sai","Nocturne",0.402298851,174
"2726","Rek'Sai","Nunu",0.426386233,523
"12322","Rek'Sai","Olaf",0.455882353,68
"17006","Rek'Sai","Orianna",0.416666667,24
"77861","Rek'Sai","Ornn",0.485714286,35
"8856","Rek'Sai","Pantheon",0.436507937,126
"8266","Rek'Sai","Poppy",0.55,140
"3279","Rek'Sai","Pyke",0.45959596,198
"12852","Rek'Sai","Quinn",0.5,62
"77821","Rek'Sai","Rakan",0.485714286,35
"10480","Rek'Sai","Rammus",0.473684211,95
"13750","Rek'Sai","Renekton",0.411764706,51
"4208","Rek'Sai","Rengar",0.489425982,331
"9448","Rek'Sai","Riven",0.526315789,114
"13608","Rek'Sai","Rumble",0.490566038,53
"15642","Rek'Sai","Ryze",0.485714286,35
"11264","Rek'Sai","Sejuani",0.530120482,83
"7866","Rek'Sai","Shaco",0.456953642,151
"14666","Rek'Sai","Shen",0.511627907,43
"8342","Rek'Sai","Shyvana",0.410071942,139
"12788","Rek'Sai","Singed",0.564516129,62
"10590","Rek'Sai","Sion",0.712765957,94
"17894","Rek'Sai","Sivir",0.5,18
"10290","Rek'Sai","Skarner",0.474747475,99
"16520","Rek'Sai","Sona",0.428571429,28
"18570","Rek'Sai","Soraka",0.538461538,13
"16160","Rek'Sai","Swain",0.6,30
"18710","Rek'Sai","Syndra",0.333333333,12
"15456","Rek'Sai","Tahm Kench",0.5,36
"10640","Rek'Sai","Taliyah",0.602150538,93
"12910","Rek'Sai","Talon",0.37704918,61
"16848","Rek'Sai","Taric",0.44,25
"8724","Rek'Sai","Teemo",0.449612403,129
"14994","Rek'Sai","Thresh",0.525,40
"16570","Rek'Sai","Tristana",0.481481481,27
"10554","Rek'Sai","Trundle",0.446808511,94
"9780","Rek'Sai","Tryndamere",0.495327103,107
"16554","Rek'Sai","Twisted Fate",0.518518519,27
"9564","Rek'Sai","Twitch",0.4375,112
"7730","Rek'Sai","Udyr",0.451612903,155
"14216","Rek'Sai","Urgot",0.382978723,47
"18448","Rek'Sai","Varus",0.5,14
"13332","Rek'Sai","Vayne",0.517857143,56
"14850","Rek'Sai","Veigar",0.487804878,41
"17424","Rek'Sai","Vel'Koz",0.428571429,21
"6964","Rek'Sai","Vi",0.403314917,181
"19076","Rek'Sai","Viktor",0.7,10
"18666","Rek'Sai","Vladimir",0.384615385,13
"9512","Rek'Sai","Volibear",0.504424779,113
"5116","Rek'Sai","Warwick",0.431226766,269
"5684","Rek'Sai","Wukong",0.43697479,238
"8817","Rek'Sai","Xayah",0.368421053,19
"18654","Rek'Sai","Xerath",0.538461538,13
"6660","Rek'Sai","Xin Zhao",0.396907216,194
"5220","Rek'Sai","Yasuo",0.511450382,262
"18046","Rek'Sai","Yorick",0.352941176,17
"9468","Rek'Sai","Zac",0.438596491,114
"13638","Rek'Sai","Zed",0.346153846,52
"17014","Rek'Sai","Ziggs",0.416666667,24
"17902","Rek'Sai","Zilean",0.5,18
"16096","Rek'Sai","Zoe",0.322580645,31
"15724","Rek'Sai","Zyra",0.529411765,34
"29281","Renekton","Aatrox",0.454148472,229
"71661","Renekton","Ahri",0.47826087,46
"2423","Renekton","Akali",0.413427562,283
"10540","Renekton","Alistar",0.606382979,94
"2890","Renekton","Amumu",0.582995951,494
"17630","Renekton","Anivia",0.578947368,19
"13874","Renekton","Annie",0.52,50
"14410","Renekton","Ashe",0.488888889,45
"8015","Renekton","Aurelion Sol",0.483870968,31
"75641","Renekton","Azir",0.526315789,38
"6025","Renekton","Bard",0.486111111,72
"8442","Renekton","Blitzcrank",0.485294118,136
"30411","Renekton","Brand",0.532110092,218
"73741","Renekton","Braum",0.5,42
"15320","Renekton","Caitlyn",0.513513514,37
"4407","Renekton","Camille",0.472440945,127
"7833","Renekton","Cassiopeia",0.5,34
"4476","Renekton","Cho'Gath",0.476038339,313
"18098","Renekton","Corki",0.588235294,17
"31561","Renekton","Darius",0.5,208
"28221","Renekton","Diana",0.533333333,240
"4922","Renekton","Dr. Mundo",0.539285714,280
"73821","Renekton","Draven",0.404761905,42
"3085","Renekton","Ekko",0.53271028,214
"48341","Renekton","Elise",0.467889908,109
"4908","Renekton","Evelynn",0.521428571,280
"4875","Renekton","Ezreal",0.416666667,108
"4770","Renekton","Fiddlesticks",0.491349481,289
"65981","Renekton","Fiora",0.5,58
"4117","Renekton","Fizz",0.517730496,141
"8760","Renekton","Galio",0.3984375,128
"13000","Renekton","Gangplank",0.416666667,60
"2057","Renekton","Garen",0.510324484,339
"71881","Renekton","Gnar",0.444444444,45
"21641","Renekton","Gragas",0.560747664,321
"803","Renekton","Graves",0.511713933,811
"3035","Renekton","Hecarim",0.474885845,219
"59021","Renekton","Heimerdinger",0.48,75
"55441","Renekton","Illaoi",0.423529412,85
"7848","Renekton","Irelia",0.38410596,151
"60811","Renekton","Ivern",0.514285714,70
"16776","Renekton","Janna",0.615384615,26
"25741","Renekton","Jarvan IV",0.518796992,266
"2172","Renekton","Jax",0.485086342,637
"7165","Renekton","Jayce",0.543478261,46
"48111","Renekton","Jhin",0.414414414,111
"5191","Renekton","Jinx",0.505154639,97
"2665","Renekton","Kai'Sa",0.48046875,256
"6929","Renekton","Kalista",0.6,50
"13902","Renekton","Karma",0.66,50
"7566","Renekton","Karthus",0.547169811,159
"15390","Renekton","Kassadin",0.444444444,36
"14408","Renekton","Katarina",0.4,45
"10388","Renekton","Kayle",0.546391753,97
"1467","Renekton","Kayn",0.470225873,487
"81411","Renekton","Kennen",0.366666667,30
"20541","Renekton","Kha'Zix",0.485294118,340
"20241","Renekton","Kindred",0.468023256,344
"6771","Renekton","Kled",0.5,54
"79961","Renekton","Kog'Maw",0.5625,32
"14280","Renekton","LeBlanc",0.543478261,46
"787","Renekton","Lee Sin",0.46406821,821
"62421","Renekton","Leona",0.545454545,66
"80111","Renekton","Lissandra",0.46875,32
"53681","Renekton","Lucian",0.516483516,91
"73841","Renekton","Lulu",0.69047619,42
"4503","Renekton","Lux",0.512195122,123
"5636","Renekton","Malphite",0.529166667,240
"6645","Renekton","Malzahar",0.410714286,56
"6028","Renekton","Maokai",0.547511312,221
"1260","Renekton","Master Yi",0.474183351,949
"9828","Renekton","Miss Fortune",0.537735849,106
"4655","Renekton","Mordekaiser",0.555555556,117
"8272","Renekton","Morgana",0.6,140
"84301","Renekton","Nami",0.52,25
"1691","Renekton","Nasus",0.486746988,415
"44701","Renekton","Nautilus",0.459677419,124
"28901","Renekton","Nidalee",0.457264957,234
"5468","Renekton","Nocturne",0.47983871,248
"1476","Renekton","Nunu",0.504093567,855
"8812","Renekton","Olaf",0.535433071,127
"65541","Renekton","Orianna",0.542372881,59
"4807","Renekton","Ornn",0.594594595,111
"2899","Renekton","Pantheon",0.465517241,232
"2759","Renekton","Poppy",0.528455285,246
"19121","Renekton","Pyke",0.467213115,366
"56521","Renekton","Quinn",0.475609756,82
"69181","Renekton","Rakan",0.509803922,51
"7740","Renekton","Rammus",0.525974026,154
"6875","Renekton","Rek'Sai",0.411764706,51
"1313","Renekton","Rengar",0.474358974,546
"2409","Renekton","Riven",0.555944056,286
"50361","Renekton","Rumble",0.568627451,102
"12590","Renekton","Ryze",0.4,65
"40941","Renekton","Sejuani",0.48951049,143
"5694","Renekton","Shaco",0.449579832,238
"61881","Renekton","Shen",0.455882353,68
"32081","Renekton","Shyvana",0.507389163,203
"10380","Renekton","Singed",0.474226804,97
"7508","Renekton","Sion",0.51552795,161
"15872","Renekton","Sivir",0.424242424,33
"45521","Renekton","Skarner",0.487603306,121
"14178","Renekton","Sona",0.425531915,47
"14750","Renekton","Soraka",0.595238095,42
"14908","Renekton","Swain",0.5,40
"82401","Renekton","Syndra",0.607142857,28
"60721","Renekton","Tahm Kench",0.528571429,70
"3931","Renekton","Taliyah",0.562913907,151
"5195","Renekton","Talon",0.505154639,97
"14164","Renekton","Taric",0.638297872,47
"4460","Renekton","Teemo",0.439490446,314
"52081","Renekton","Thresh",0.525773196,97
"12982","Renekton","Tristana",0.45,60
"7118","Renekton","Trundle",0.445714286,175
"6146","Renekton","Tryndamere",0.462962963,216
"12424","Renekton","Twisted Fate",0.582089552,67
"5858","Renekton","Twitch",0.537117904,229
"2439","Renekton","Udyr",0.464539007,282
"12338","Renekton","Urgot",0.544117647,68
"74821","Renekton","Varus",0.425,40
"54721","Renekton","Vayne",0.511363636,88
"10594","Renekton","Veigar",0.440860215,93
"76621","Renekton","Vel'Koz",0.513513514,37
"2563","Renekton","Vi",0.46641791,268
"90681","Renekton","Viktor",0.4375,16
"16532","Renekton","Vladimir",0.607142857,28
"3313","Renekton","Volibear",0.476923077,195
"3746","Renekton","Warwick",0.458666667,375
"18361","Renekton","Wukong",0.481675393,382
"7157","Renekton","Xayah",0.543478261,46
"8659","Renekton","Xerath",0.454545455,22
"4282","Renekton","Xin Zhao",0.463190184,326
"2443","Renekton","Yasuo",0.5,282
"7895","Renekton","Yorick",0.666666667,33
"35681","Renekton","Zac",0.462857143,175
"4725","Renekton","Zed",0.48245614,114
"62861","Renekton","Ziggs",0.553846154,65
"13356","Renekton","Zilean",0.472727273,55
"6253","Renekton","Zoe",0.53030303,66
"63211","Renekton","Zyra",0.40625,64
"3611","Rengar","Aatrox",0.491826581,1407
"5110","Rengar","Ahri",0.472118959,269
"520","Rengar","Akali",0.394366197,1775
"2936","Rengar","Alistar",0.524691358,486
"126","Rengar","Amumu",0.554842474,3428
"7500","Rengar","Anivia",0.583850932,161
"5888","Rengar","Annie",0.469298246,228
"4974","Rengar","Ashe",0.474637681,276
"35061","Rengar","Aurelion Sol",0.480446927,179
"32701","Rengar","Azir",0.477386935,199
"15001","Rengar","Bard",0.453586498,474
"2542","Rengar","Blitzcrank",0.460176991,565
"1066","Rengar","Brand",0.591078067,1076
"31061","Rengar","Braum",0.54245283,212
"5986","Rengar","Caitlyn",0.490990991,222
"605","Rengar","Camille",0.459958932,974
"8930","Rengar","Cassiopeia",0.556451613,124
"484","Rengar","Cho'Gath",0.516613076,1866
"11918","Rengar","Corki",0.513513514,74
"657","Rengar","Darius",0.472885033,922
"365","Rengar","Diana",0.521116679,1397
"590","Rengar","Dr. Mundo",0.526894866,1636
"2875","Rengar","Draven",0.493617021,235
"393","Rengar","Ekko",0.518853695,1326
"2138","Rengar","Elise",0.486821705,645
"366","Rengar","Evelynn",0.466105657,2139
"2396","Rengar","Ezreal",0.445193929,593
"452","Rengar","Fiddlesticks",0.497172237,1945
"2855","Rengar","Fiora",0.481012658,237
"1820","Rengar","Fizz",0.459972863,737
"1970","Rengar","Galio",0.504347826,690
"4478","Rengar","Gangplank",0.453674121,313
"622","Rengar","Garen",0.525079365,1575
"2923","Rengar","Gnar",0.502183406,229
"308","Rengar","Gragas",0.535387177,2402
"36","Rengar","Graves",0.52824951,6124
"263","Rengar","Hecarim",0.438566553,1758
"3762","Rengar","Heimerdinger",0.545454545,374
"16441","Rengar","Illaoi",0.471830986,426
"1582","Rengar","Irelia",0.461444308,817
"131","Rengar","Ivern",0.467809524,2625
"7304","Rengar","Janna",0.505952381,168
"514","Rengar","Jarvan IV",0.515269295,1801
"72","Rengar","Jax",0.51268073,4219
"35161","Rengar","Jayce",0.497206704,179
"11281","Rengar","Jhin",0.511290323,620
"1583","Rengar","Jinx",0.522421525,446
"377","Rengar","Kai'Sa",0.492341357,1371
"4113","Rengar","Kalista",0.471830986,142
"5032","Rengar","Karma",0.457875458,273
"1640","Rengar","Karthus",0.5775,800
"6426","Rengar","Kassadin",0.472906404,203
"4958","Rengar","Katarina",0.464028777,278
"2624","Rengar","Kayle",0.538461538,546
"441","Rengar","Kayn",0.477425792,4009
"6526","Rengar","Kennen",0.51758794,199
"21","Rengar","Kha'Zix",0.441314979,11042
"1481","Rengar","Kindred",0.487474333,2435
"1819","Rengar","Kled",0.515544041,386
"5508","Rengar","Kog'Maw",0.518218623,247
"6484","Rengar","LeBlanc",0.338308458,201
"32","Rengar","Lee Sin",0.487207319,6449
"4046","Rengar","Leona",0.507246377,345
"51121","Rengar","Lissandra",0.48,100
"14141","Rengar","Lucian",0.4743083,506
"19411","Rengar","Lulu",0.516666667,360
"2092","Rengar","Lux",0.519025875,657
"536","Rengar","Malphite",0.527459954,1748
"5194","Rengar","Malzahar",0.524714829,263
"612","Rengar","Maokai",0.525455688,1591
"26","Rengar","Master Yi",0.475693912,6521
"2482","Rengar","Miss Fortune",0.486062718,574
"2540","Rengar","Mordekaiser",0.486725664,565
"2368","Rengar","Morgana",0.5360134,597
"35701","Rengar","Nami",0.528735632,174
"2064","Rengar","Nasus",0.454272864,667
"8521","Rengar","Nautilus",0.513513514,777
"516","Rengar","Nidalee",0.477361655,1789
"464","Rengar","Nocturne",0.455543933,1912
"18","Rengar","Nunu",0.468332072,7926
"1872","Rengar","Olaf",0.449375867,721
"3952","Rengar","Orianna",0.564971751,354
"14181","Rengar","Ornn",0.494047619,504
"782","Rengar","Pantheon",0.471385542,1328
"552","Rengar","Poppy",0.542083579,1699
"1501","Rengar","Pyke",0.458833264,2417
"1453","Rengar","Quinn",0.458248473,491
"19901","Rengar","Rakan",0.518518519,351
"932","Rengar","Rammus",0.49957877,1187
"21041","Rengar","Rek'Sai",0.489425982,331
"2626","Rengar","Renekton",0.474358974,546
"724","Rengar","Riven",0.500712251,1404
"2664","Rengar","Rumble",0.52690167,539
"3946","Rengar","Ryze",0.471751412,354
"5781","Rengar","Sejuani",0.454455446,1010
"428","Rengar","Shaco",0.432581454,1995
"2766","Rengar","Shen",0.505791506,518
"808","Rengar","Shyvana",0.46,1300
"2448","Rengar","Singed",0.52233677,582
"978","Rengar","Sion",0.550130776,1147
"8872","Rengar","Sivir",0.428571429,126
"1726","Rengar","Skarner",0.494148244,769
"5718","Rengar","Sona",0.550847458,236
"6804","Rengar","Soraka",0.5,188
"5036","Rengar","Swain",0.540441176,272
"3853","Rengar","Syndra",0.503225806,155
"1859","Rengar","Tahm Kench",0.5,378
"687","Rengar","Taliyah",0.522271715,898
"1882","Rengar","Talon",0.444909344,717
"3788","Rengar","Taric",0.532432432,370
"562","Rengar","Teemo",0.462455304,1678
"1009","Rengar","Thresh",0.507352941,680
"4518","Rengar","Tristana",0.461290323,310
"1090","Rengar","Trundle",0.457819905,1055
"850","Rengar","Tryndamere",0.494820717,1255
"5786","Rengar","Twisted Fate",0.467811159,233
"814","Rengar","Twitch",0.493044822,1294
"480","Rengar","Udyr",0.479211087,1876
"3126","Rengar","Urgot",0.503311258,453
"2637","Rengar","Varus",0.420849421,259
"2188","Rengar","Vayne",0.481072555,634
"3330","Rengar","Veigar",0.464285714,420
"36321","Rengar","Vel'Koz",0.535294118,170
"2241","Rengar","Vi",0.44073884,1949
"51521","Rengar","Viktor",0.448979592,98
"7988","Rengar","Vladimir",0.493243243,148
"916","Rengar","Volibear",0.513377926,1196
"176","Rengar","Warwick",0.46804261,3004
"258","Rengar","Wukong",0.496408318,2645
"3063","Rengar","Xayah",0.49537037,216
"8360","Rengar","Xerath",0.449275362,138
"392","Rengar","Xin Zhao",0.447826087,2070
"229","Rengar","Yasuo",0.508324662,1922
"7986","Rengar","Yorick",0.439189189,148
"4021","Rengar","Zac",0.503834356,1304
"945","Rengar","Zed",0.491620112,716
"24011","Rengar","Ziggs",0.512195122,287
"4322","Rengar","Zilean",0.535825545,321
"1913","Rengar","Zoe",0.396174863,366
"17961","Rengar","Zyra",0.553846154,390
"6721","Riven","Aatrox",0.484615385,910
